season,week,date,away,home,opener,close,proj,edge,rec,tier,result,clv,clv_pts,margin,proj_err,vegas_err,proj_vs_vegas,actual
2020,1,09/03/20,South Alabama,Southern Miss,54.5,54.5,51.5,-3.0,UNDER,LEAN,WIN,-,0.0,1.5,1.5,-1.5,-3.0,53.0
2020,1,09/05/20,Middle Tennessee,Army,54.0,54.0,56.1,2.1,,,,,,,-14.1,-12.0,2.1,42.0
2020,1,09/05/20,SMU,Texas State,70.5,70.5,54.1,-16.4,UNDER,STRONG,WIN,-,0.0,15.5,0.9,-15.5,-16.4,55.0
2020,1,09/05/20,Arkansas State,Memphis,72.0,72.0,65.1,-6.9,UNDER,STRONG,WIN,-,0.0,11.0,-4.1,-11.0,-6.9,61.0
2020,1,09/07/20,BYU,Navy,48.5,48.5,55.9,7.4,OVER,STRONG,WIN,-,0.0,9.5,2.1,9.5,7.4,58.0
2020,1,12/21/20,App State,North Texas,67.5,67.5,59.0,-8.5,UNDER,STRONG,LOSS,-,0.0,-16.5,25.0,16.5,-8.5,84.0
2020,1,12/22/20,Tulane,Nevada,56.5,56.5,54.6,-1.9,,,,,,,10.4,8.5,-1.9,65.0
2020,1,12/22/20,UCF,BYU,80.0,80.0,56.1,-23.9,UNDER,STRONG,WIN,-,0.0,8.0,15.9,-8.0,-23.9,72.0
2020,1,12/23/20,Louisiana Tech,Georgia Southern,48.0,48.0,53.8,5.8,OVER,STRONG,LOSS,-,0.0,-7.0,-12.8,-7.0,5.8,41.0
2020,1,12/23/20,Memphis,Florida Atlantic,52.5,52.5,56.7,4.2,OVER,LEAN,LOSS,-,0.0,-17.5,-21.7,-17.5,4.2,35.0
2020,1,12/24/20,Hawai'i,Houston,60.5,60.5,59.0,-1.5,,,,,,,-17.0,-18.5,-1.5,42.0
2020,1,12/25/20,Marshall,Buffalo,53.5,53.5,51.1,-2.4,,,,,,,-24.1,-26.5,-2.4,27.0
2020,1,12/26/20,Louisiana,UTSA,54.5,54.5,59.7,5.2,OVER,STRONG,WIN,-,0.0,0.5,-4.7,0.5,5.2,55.0
2020,1,12/26/20,Western Kentucky,Georgia State,50.5,50.5,53.6,3.1,OVER,LEAN,WIN,-,0.0,9.5,6.4,9.5,3.1,60.0
2020,1,12/26/20,Liberty,Coastal Carolina,60.0,60.0,56.1,-3.9,UNDER,LEAN,LOSS,-,0.0,-11.0,14.9,11.0,-3.9,71.0
2020,1,12/29/20,Oklahoma State,Miami,63.0,63.0,53.8,-9.2,UNDER,STRONG,LOSS,-,0.0,-8.0,17.2,8.0,-9.2,71.0
2020,1,12/29/20,Texas,Colorado,65.5,65.5,58.6,-6.9,UNDER,STRONG,LOSS,-,0.0,-12.5,19.4,12.5,-6.9,78.0
2020,1,12/30/20,Wake Forest,Wisconsin,51.5,51.5,55.3,3.8,OVER,LEAN,WIN,-,0.0,18.5,14.7,18.5,3.8,70.0
2020,1,12/30/20,Florida,Oklahoma,65.0,65.0,57.4,-7.6,UNDER,STRONG,LOSS,-,0.0,-10.0,17.6,10.0,-7.6,75.0
2020,1,12/31/20,Tulsa,Mississippi State,45.5,45.5,60.2,14.7,OVER,STRONG,WIN,-,0.0,8.5,-6.2,8.5,14.7,54.0
2020,1,12/31/20,Ball State,San José State,65.5,65.5,56.9,-8.6,UNDER,STRONG,WIN,-,0.0,18.5,-9.9,-18.5,-8.6,47.0
2020,1,12/31/20,West Virginia,Army,40.5,40.5,53.9,13.4,OVER,STRONG,WIN,-,0.0,4.5,-8.9,4.5,13.4,45.0
2020,1,01/01/21,Cincinnati,Georgia,53.0,53.0,48.5,-4.5,UNDER,LEAN,WIN,-,0.0,8.0,-3.5,-8.0,-4.5,45.0
2020,1,01/01/21,Auburn,Northwestern,45.0,45.0,49.9,4.9,OVER,LEAN,WIN,-,0.0,9.0,4.1,9.0,4.9,54.0
2020,1,01/01/21,Notre Dame,Alabama,65.5,65.5,53.8,-11.7,UNDER,STRONG,WIN,-,0.0,20.5,-8.8,-20.5,-11.7,45.0
2020,1,01/01/21,Ohio State,Clemson,68.5,68.5,59.0,-9.5,UNDER,STRONG,LOSS,-,0.0,-8.5,18.0,8.5,-9.5,77.0
2020,1,01/02/21,NC State,Kentucky,50.5,50.5,58.5,8.0,OVER,STRONG,LOSS,-,0.0,-6.5,-14.5,-6.5,8.0,44.0
2020,1,01/02/21,Ole Miss,Indiana,67.5,67.5,57.9,-9.6,UNDER,STRONG,WIN,-,0.0,21.5,-11.9,-21.5,-9.6,46.0
2020,1,01/02/21,Oregon,Iowa State,57.5,57.5,51.3,-6.2,UNDER,STRONG,WIN,-,0.0,6.5,-0.3,-6.5,-6.2,51.0
2020,1,01/02/21,Texas A&M,North Carolina,65.5,65.5,57.7,-7.8,UNDER,STRONG,LOSS,-,0.0,-2.5,10.3,2.5,-7.8,68.0
2020,1,01/11/21,Ohio State,Alabama,75.0,75.0,50.8,-24.2,UNDER,STRONG,LOSS,-,0.0,-1.0,25.2,1.0,-24.2,76.0
2020,2,09/10/20,UAB,Miami,55.0,55.0,51.8,-3.2,UNDER,LEAN,WIN,-,0.0,10.0,-6.8,-10.0,-3.2,45.0
2020,2,09/12/20,Syracuse,North Carolina,66.5,66.5,63.2,-3.3,UNDER,LEAN,WIN,-,0.0,29.5,-26.2,-29.5,-3.3,37.0
2020,2,09/12/20,Arkansas State,Kansas State,54.5,54.5,60.4,5.9,OVER,STRONG,WIN,-,0.0,11.5,5.6,11.5,5.9,66.0
2020,2,09/12/20,Louisiana,Iowa State,56.0,56.0,59.8,3.8,OVER,LEAN,LOSS,-,0.0,-11.0,-14.8,-11.0,3.8,45.0
2020,2,09/12/20,Charlotte,App State,59.5,59.5,56.1,-3.4,UNDER,LEAN,WIN,-,0.0,4.5,-1.1,-4.5,-3.4,55.0
2020,2,09/12/20,UL Monroe,Army,53.5,53.5,55.4,1.9,,,,,,,-11.4,-9.5,1.9,44.0
2020,2,09/12/20,Duke,Notre Dame,51.0,51.0,56.8,5.8,OVER,STRONG,LOSS,-,0.0,-11.0,-16.8,-11.0,5.8,40.0
2020,2,09/12/20,UTSA,Texas State,56.5,56.5,61.2,4.7,OVER,LEAN,WIN,-,0.0,42.5,37.8,42.5,4.7,99.0
2020,2,09/12/20,Georgia Tech,Florida State,50.5,50.5,56.0,5.5,OVER,STRONG,LOSS,-,0.0,-21.5,-27.0,-21.5,5.5,29.0
2020,2,09/12/20,Clemson,Wake Forest,58.5,58.5,61.7,3.2,OVER,LEAN,LOSS,-,0.0,-8.5,-11.7,-8.5,3.2,50.0
2020,2,09/12/20,Tulane,South Alabama,51.5,51.5,58.1,6.6,OVER,STRONG,LOSS,-,0.0,-0.5,-7.1,-0.5,6.6,51.0
2020,2,09/12/20,Western Kentucky,Louisville,55.0,55.0,55.6,0.6,,,,,,,0.4,1.0,0.6,56.0
2020,2,09/12/20,UTEP,Texas,55.0,55.0,67.6,12.6,OVER,STRONG,WIN,-,0.0,7.0,-5.6,7.0,12.6,62.0
2020,2,09/12/20,Coastal Carolina,Kansas,55.5,55.5,57.0,1.5,,,,,,,4.0,5.5,1.5,61.0
2020,3,09/19/20,Navy,Tulane,45.0,45.0,54.1,9.1,OVER,STRONG,WIN,-,0.0,6.0,-3.1,6.0,9.1,51.0
2020,3,09/19/20,Boston College,Duke,50.5,50.5,56.7,6.2,OVER,STRONG,LOSS,-,0.0,-18.5,-24.7,-18.5,6.2,32.0
2020,3,09/19/20,Louisiana,Georgia State,57.5,57.5,61.3,3.8,OVER,LEAN,WIN,-,0.0,7.5,3.7,7.5,3.8,65.0
2020,3,09/19/20,Liberty,Western Kentucky,51.5,51.5,55.8,4.3,OVER,LEAN,WIN,-,0.0,2.5,-1.8,2.5,4.3,54.0
2020,3,09/19/20,Syracuse,Pittsburgh,47.0,47.0,51.2,4.2,OVER,LEAN,LOSS,-,0.0,-16.0,-20.2,-16.0,4.2,31.0
2020,3,09/19/20,Tulsa,Oklahoma State,66.5,66.5,60.9,-5.6,UNDER,STRONG,WIN,-,0.0,43.5,-37.9,-43.5,-5.6,23.0
2020,3,09/19/20,South Florida,Notre Dame,49.0,49.0,54.3,5.3,OVER,STRONG,WIN,-,0.0,3.0,-2.3,3.0,5.3,52.0
2020,3,09/19/20,App State,Marshall,60.5,60.5,52.8,-7.7,UNDER,STRONG,WIN,-,0.0,36.5,-28.8,-36.5,-7.7,24.0
2020,3,09/19/20,Troy,Middle Tennessee,66.0,66.0,61.8,-4.2,UNDER,LEAN,WIN,-,0.0,5.0,-0.8,-5.0,-4.2,61.0
2020,3,09/19/20,UCF,Georgia Tech,63.0,63.0,59.8,-3.2,UNDER,LEAN,LOSS,-,0.0,-7.0,10.2,7.0,-3.2,70.0
2020,3,09/19/20,SMU,North Texas,71.5,71.5,70.5,-1.0,,,,,,,29.5,28.5,-1.0,100.0
2020,3,09/19/20,Louisiana Tech,Southern Miss,58.5,58.5,59.2,0.7,,,,,,,1.8,2.5,0.7,61.0
2020,3,09/19/20,Texas State,UL Monroe,58.0,58.0,61.4,3.4,OVER,LEAN,LOSS,-,0.0,-3.0,-6.4,-3.0,3.4,55.0
2020,3,09/19/20,Miami,Louisville,65.5,65.5,58.3,-7.2,UNDER,STRONG,LOSS,-,0.0,-15.5,22.7,15.5,-7.2,81.0
2020,3,09/19/20,Wake Forest,NC State,53.5,53.5,57.0,3.5,OVER,LEAN,WIN,-,0.0,33.5,30.0,33.5,3.5,87.0
2020,4,09/24/20,UAB,South Alabama,47.5,47.5,52.2,4.7,OVER,LEAN,WIN,-,0.0,4.5,-0.2,4.5,4.7,52.0
2020,4,09/25/20,Middle Tennessee,UTSA,58.5,58.5,59.3,0.8,,,,,,,12.7,13.5,0.8,72.0
2020,4,09/26/20,Georgia Southern,Louisiana,49.0,49.0,57.6,8.6,OVER,STRONG,LOSS,-,0.0,-11.0,-19.6,-11.0,8.6,38.0
2020,4,09/26/20,Louisville,Pittsburgh,53.5,53.5,57.2,3.7,OVER,LEAN,LOSS,-,0.0,-10.5,-14.2,-10.5,3.7,43.0
2020,4,09/26/20,Kansas State,Oklahoma,61.5,61.5,64.8,3.3,OVER,LEAN,WIN,-,0.0,11.5,8.2,11.5,3.3,73.0
2020,4,09/26/20,Georgia Tech,Syracuse,52.0,52.0,51.0,-1.0,,,,,,,6.0,5.0,-1.0,57.0
2020,4,09/26/20,UCF,East Carolina,77.5,77.5,73.2,-4.3,UNDER,LEAN,LOSS,-,0.0,-1.5,5.8,1.5,-4.3,79.0
2020,4,09/26/20,Florida,Ole Miss,59.5,59.5,61.0,1.5,,,,,,,25.0,26.5,1.5,86.0
2020,4,09/26/20,Kentucky,Auburn,46.5,46.5,48.8,2.3,,,,,,,-6.8,-4.5,2.3,42.0
2020,4,09/26/20,Florida International,Liberty,60.5,60.5,59.3,-1.2,,,,,,,10.7,9.5,-1.2,70.0
2020,4,09/26/20,Iowa State,TCU,43.5,43.5,50.8,7.3,OVER,STRONG,WIN,-,0.0,27.5,20.2,27.5,7.3,71.0
2020,4,09/26/20,Texas,Texas Tech,71.0,71.0,64.6,-6.4,UNDER,STRONG,LOSS,-,0.0,-48.0,54.4,48.0,-6.4,119.0
2020,4,09/26/20,West Virginia,Oklahoma State,50.0,50.0,54.3,4.3,OVER,LEAN,LOSS,-,0.0,-10.0,-14.3,-10.0,4.3,40.0
2020,4,09/26/20,Mississippi State,LSU,57.0,57.0,57.0,0.0,,,,,,,21.0,21.0,0.0,78.0
2020,4,09/26/20,UTEP,UL Monroe,50.0,50.0,65.8,15.8,OVER,STRONG,LOSS,-,0.0,-13.0,-28.8,-13.0,15.8,37.0
2020,4,09/26/20,Army,Cincinnati,44.5,44.5,49.8,5.3,OVER,STRONG,LOSS,-,0.0,-10.5,-15.8,-10.5,5.3,34.0
2020,4,09/26/20,Georgia,Arkansas,53.0,53.0,54.5,1.5,,,,,,,-7.5,-6.0,1.5,47.0
2020,4,09/26/20,Duke,Virginia,45.5,45.5,53.7,8.2,OVER,STRONG,WIN,-,0.0,12.5,4.3,12.5,8.2,58.0
2020,4,09/26/20,Texas State,Boston College,57.5,57.5,58.4,0.9,,,,,,,-13.4,-12.5,0.9,45.0
2020,4,09/26/20,Tulane,Southern Miss,54.5,54.5,58.4,3.9,OVER,LEAN,WIN,-,0.0,35.5,31.6,35.5,3.9,90.0
2020,4,09/26/20,Alabama,Missouri,55.5,55.5,60.0,4.5,OVER,LEAN,WIN,-,0.0,1.5,-3.0,1.5,4.5,57.0
2020,4,09/26/20,Kansas,Baylor,61.0,61.0,54.6,-6.4,UNDER,STRONG,PUSH,-,0.0,0.0,6.4,0.0,-6.4,61.0
2020,4,09/26/20,Tennessee,South Carolina,45.0,45.0,49.7,4.7,OVER,LEAN,WIN,-,0.0,13.0,8.3,13.0,4.7,58.0
2020,4,09/26/20,Vanderbilt,Texas A&M,46.0,46.0,63.8,17.8,OVER,STRONG,LOSS,-,0.0,-17.0,-34.8,-17.0,17.8,29.0
2020,4,09/26/20,Florida State,Miami,53.5,53.5,56.4,2.9,,,,,,,5.6,8.5,2.9,62.0
2020,4,09/26/20,NC State,Virginia Tech,56.5,56.5,58.8,2.3,,,,,,,10.2,12.5,2.3,69.0
2020,4,09/26/20,Troy,BYU,58.5,58.5,62.5,4.0,OVER,LEAN,LOSS,-,0.0,-3.5,-7.5,-3.5,4.0,55.0
2020,5,10/02/20,Louisiana Tech,BYU,61.0,61.0,60.9,-0.1,,,,,,,-1.9,-2.0,-0.1,59.0
2020,5,10/03/20,South Carolina,Florida,56.5,56.5,59.6,3.1,OVER,LEAN,WIN,-,0.0,5.5,2.4,5.5,3.1,62.0
2020,5,10/03/20,Arkansas State,Coastal Carolina,64.5,64.5,64.4,-0.1,,,,,,,10.6,10.5,-0.1,75.0
2020,5,10/03/20,NC State,Pittsburgh,46.0,46.0,51.2,5.2,OVER,STRONG,WIN,-,0.0,13.0,7.8,13.0,5.2,59.0
2020,5,10/03/20,East Carolina,Georgia State,70.0,70.0,62.8,-7.2,UNDER,STRONG,LOSS,-,0.0,-8.0,15.2,8.0,-7.2,78.0
2020,5,10/03/20,TCU,Texas,61.5,61.5,64.7,3.2,OVER,LEAN,WIN,-,0.0,2.5,-0.7,2.5,3.2,64.0
2020,5,10/03/20,Baylor,West Virginia,54.0,54.0,52.4,-1.6,,,,,,,-4.4,-6.0,-1.6,48.0
2020,5,10/03/20,Missouri,Tennessee,49.0,49.0,50.4,1.4,,,,,,,-3.4,-2.0,1.4,47.0
2020,5,10/03/20,UTSA,UAB,55.0,55.0,62.3,7.3,OVER,STRONG,LOSS,-,0.0,-21.0,-28.3,-21.0,7.3,34.0
2020,5,10/03/20,Texas Tech,Kansas State,62.5,62.5,64.5,2.0,,,,,,,-12.5,-10.5,2.0,52.0
2020,5,10/03/20,Memphis,SMU,74.5,74.5,60.5,-14.0,UNDER,STRONG,WIN,-,0.0,17.5,-3.5,-17.5,-14.0,57.0
2020,5,10/03/20,North Carolina,Boston College,52.5,52.5,56.3,3.8,OVER,LEAN,LOSS,-,0.0,-4.5,-8.3,-4.5,3.8,48.0
2020,5,10/03/20,South Florida,Cincinnati,45.5,45.5,50.6,5.1,OVER,STRONG,LOSS,-,0.0,-10.5,-15.6,-10.5,5.1,35.0
2020,5,10/03/20,Oklahoma State,Kansas,53.0,53.0,49.4,-3.6,UNDER,LEAN,LOSS,-,0.0,-1.0,4.6,1.0,-3.6,54.0
2020,5,10/03/20,Texas A&M,Alabama,53.5,53.5,56.0,2.5,,,,,,,20.0,22.5,2.5,76.0
2020,5,10/03/20,Virginia Tech,Duke,54.0,54.0,54.6,0.6,,,,,,,14.4,15.0,0.6,69.0
2020,5,10/03/20,Ole Miss,Kentucky,63.0,63.0,59.6,-3.4,UNDER,LEAN,LOSS,-,0.0,-20.0,23.4,20.0,-3.4,83.0
2020,5,10/03/20,Charlotte,Florida Atlantic,62.5,62.5,60.0,-2.5,,,,,,,-22.0,-24.5,-2.5,38.0
2020,5,10/03/20,Western Kentucky,Middle Tennessee,52.5,52.5,51.3,-1.2,,,,,,,-14.3,-15.5,-1.2,37.0
2020,5,10/03/20,Navy,Air Force,47.0,47.0,52.5,5.5,OVER,STRONG,PUSH,-,0.0,0.0,-5.5,0.0,5.5,47.0
2020,5,10/03/20,Georgia Southern,UL Monroe,50.5,50.5,55.9,5.4,OVER,STRONG,WIN,-,0.0,14.5,9.1,14.5,5.4,65.0
2020,5,10/03/20,Oklahoma,Iowa State,62.5,62.5,59.5,-3.0,UNDER,LEAN,LOSS,-,0.0,-4.5,7.5,4.5,-3.0,67.0
2020,5,10/03/20,Auburn,Georgia,44.5,44.5,47.8,3.3,OVER,LEAN,LOSS,-,0.0,-11.5,-14.8,-11.5,3.3,33.0
2020,5,10/03/20,LSU,Vanderbilt,50.0,50.0,53.2,3.2,OVER,LEAN,LOSS,-,0.0,-2.0,-5.2,-2.0,3.2,48.0
2020,5,10/03/20,Arkansas,Mississippi State,68.5,68.5,49.7,-18.8,UNDER,STRONG,WIN,-,0.0,33.5,-14.7,-33.5,-18.8,35.0
2020,5,10/03/20,Southern Miss,North Texas,74.0,74.0,72.0,-2.0,,,,,,,0.0,-2.0,-2.0,72.0
2020,5,10/03/20,Tulsa,UCF,70.0,70.0,61.1,-8.9,UNDER,STRONG,WIN,-,0.0,10.0,-1.1,-10.0,-8.9,60.0
2020,5,10/03/20,Virginia,Clemson,55.0,55.0,57.3,2.3,,,,,,,6.7,9.0,2.3,64.0
2020,6,10/08/20,Tulane,Houston,58.0,58.0,57.4,-0.6,,,,,,,22.6,22.0,-0.6,80.0
2020,6,10/09/20,Louisville,Georgia Tech,63.0,63.0,61.0,-2.0,,,,,,,12.0,10.0,-2.0,73.0
2020,6,10/10/20,NC State,Virginia,58.5,58.5,56.1,-2.4,,,,,,,2.9,0.5,-2.4,59.0
2020,6,10/10/20,Missouri,LSU,53.0,53.0,50.9,-2.1,,,,,,,35.1,33.0,-2.1,86.0
2020,6,10/10/20,UL Monroe,Liberty,63.5,63.5,58.4,-5.1,UNDER,STRONG,WIN,-,0.0,16.5,-11.4,-16.5,-5.1,47.0
2020,6,10/10/20,Virginia Tech,North Carolina,58.5,58.5,53.9,-4.6,UNDER,LEAN,LOSS,-,0.0,-42.5,47.1,42.5,-4.6,101.0
2020,6,10/10/20,Texas,Oklahoma,74.5,74.5,67.8,-6.7,UNDER,STRONG,LOSS,-,0.0,-23.5,30.2,23.5,-6.7,98.0
2020,6,10/10/20,South Carolina,Vanderbilt,40.5,40.5,44.5,4.0,OVER,LEAN,WIN,-,0.0,7.5,3.5,7.5,4.0,48.0
2020,6,10/10/20,Florida,Texas A&M,59.5,59.5,63.3,3.8,OVER,LEAN,WIN,-,0.0,19.5,15.7,19.5,3.8,79.0
2020,6,10/10/20,Duke,Syracuse,52.5,52.5,47.6,-4.9,UNDER,LEAN,LOSS,-,0.0,-9.5,14.4,9.5,-4.9,62.0
2020,6,10/10/20,Tennessee,Georgia,43.0,43.0,46.7,3.7,OVER,LEAN,WIN,-,0.0,22.0,18.3,22.0,3.7,65.0
2020,6,10/10/20,Texas Tech,Iowa State,63.5,63.5,62.5,-1.0,,,,,,,-16.5,-17.5,-1.0,46.0
2020,6,10/10/20,UTSA,BYU,63.0,63.0,60.0,-3.0,UNDER,LEAN,WIN,-,0.0,16.0,-13.0,-16.0,-3.0,47.0
2020,6,10/10/20,Texas State,Troy,59.5,59.5,58.7,-0.8,,,,,,,-4.7,-5.5,-0.8,54.0
2020,6,10/10/20,Arkansas,Auburn,46.0,46.0,49.7,3.7,OVER,LEAN,WIN,-,0.0,12.0,8.3,12.0,3.7,58.0
2020,6,10/10/20,Pittsburgh,Boston College,42.5,42.5,45.1,2.6,,,,,,,15.9,18.5,2.6,61.0
2020,6,10/10/20,Kansas State,TCU,49.5,49.5,59.8,10.3,OVER,STRONG,LOSS,-,0.0,-14.5,-24.8,-14.5,10.3,35.0
2020,6,10/10/20,Middle Tennessee,Florida International,57.0,57.0,50.5,-6.5,UNDER,STRONG,LOSS,-,0.0,-2.0,8.5,2.0,-6.5,59.0
2020,6,10/10/20,Temple,Navy,51.0,51.0,56.2,5.2,OVER,STRONG,WIN,-,0.0,9.0,3.8,9.0,5.2,60.0
2020,6,10/10/20,East Carolina,South Florida,58.0,58.0,55.8,-2.2,,,,,,,12.2,10.0,-2.2,68.0
2020,6,10/10/20,Alabama,Ole Miss,74.0,74.0,71.3,-2.7,,,,,,,39.7,37.0,-2.7,111.0
2020,6,10/10/20,Marshall,Western Kentucky,43.0,43.0,48.4,5.4,OVER,STRONG,WIN,-,0.0,9.0,3.6,9.0,5.4,52.0
2020,6,10/10/20,Miami,Clemson,60.5,60.5,58.4,-2.1,,,,,,,0.6,-1.5,-2.1,59.0
2020,6,10/10/20,Mississippi State,Kentucky,57.5,57.5,49.4,-8.1,UNDER,STRONG,WIN,-,0.0,31.5,-23.4,-31.5,-8.1,26.0
2020,6,10/10/20,UTEP,Louisiana Tech,55.5,55.5,55.8,0.3,,,,,,,-17.8,-17.5,0.3,38.0
2020,6,10/10/20,Florida State,Notre Dame,53.5,53.5,50.2,-3.3,UNDER,LEAN,LOSS,-,0.0,-14.5,17.8,14.5,-3.3,68.0
2020,6,10/10/20,Charlotte,North Texas,66.0,66.0,68.1,2.1,,,,,,,1.9,4.0,2.1,70.0
2020,7,10/14/20,Coastal Carolina,Louisiana,58.5,58.5,63.7,5.2,OVER,STRONG,LOSS,-,0.0,-1.5,-6.7,-1.5,5.2,57.0
2020,7,10/15/20,Georgia State,Arkansas State,72.5,72.5,63.8,-8.7,UNDER,STRONG,LOSS,-,0.0,-38.5,47.2,38.5,-8.7,111.0
2020,7,10/16/20,SMU,Tulane,65.0,65.0,65.6,0.6,,,,,,,5.4,6.0,0.6,71.0
2020,7,10/16/20,BYU,Houston,62.5,62.5,63.1,0.6,,,,,,,5.9,6.5,0.6,69.0
2020,7,10/17/20,South Florida,Temple,52.5,52.5,55.4,2.9,,,,,,,20.6,23.5,2.9,76.0
2020,7,10/17/20,Pittsburgh,Miami,47.0,47.0,49.1,2.1,,,,,,,0.9,3.0,2.1,50.0
2020,7,10/17/20,Navy,East Carolina,55.5,55.5,62.7,7.2,OVER,STRONG,LOSS,-,0.0,-5.5,-12.7,-5.5,7.2,50.0
2020,7,10/17/20,Texas State,South Alabama,57.5,57.5,63.0,5.5,OVER,STRONG,LOSS,-,0.0,-7.5,-13.0,-7.5,5.5,50.0
2020,7,10/17/20,Kansas,West Virginia,49.5,49.5,54.1,4.6,OVER,LEAN,WIN,-,0.0,5.5,0.9,5.5,4.6,55.0
2020,7,10/17/20,Liberty,Syracuse,54.5,54.5,49.4,-5.1,UNDER,STRONG,LOSS,-,0.0,-4.5,9.6,4.5,-5.1,59.0
2020,7,10/17/20,Clemson,Georgia Tech,64.5,64.5,59.1,-5.4,UNDER,STRONG,LOSS,-,0.0,-15.5,20.9,15.5,-5.4,80.0
2020,7,10/17/20,Auburn,South Carolina,53.5,53.5,48.4,-5.1,UNDER,STRONG,WIN,-,0.0,1.5,3.6,-1.5,-5.1,52.0
2020,7,10/17/20,Kentucky,Tennessee,45.5,45.5,42.7,-2.8,,,,,,,-1.7,-4.5,-2.8,41.0
2020,7,10/17/20,Western Kentucky,UAB,44.0,44.0,53.0,9.0,OVER,STRONG,WIN,-,0.0,7.0,-2.0,7.0,9.0,51.0
2020,7,10/17/20,Army,UTSA,46.5,46.5,53.0,6.5,OVER,STRONG,LOSS,-,0.0,-2.5,-9.0,-2.5,6.5,44.0
2020,7,10/17/20,Louisville,Notre Dame,62.0,62.0,58.1,-3.9,UNDER,LEAN,WIN,-,0.0,43.0,-39.1,-43.0,-3.9,19.0
2020,7,10/17/20,Duke,NC State,59.5,59.5,50.6,-8.9,UNDER,STRONG,WIN,-,0.0,8.5,0.4,-8.5,-8.9,51.0
2020,7,10/17/20,UCF,Memphis,77.0,77.0,68.5,-8.5,UNDER,STRONG,LOSS,-,0.0,-22.0,30.5,22.0,-8.5,99.0
2020,7,10/17/20,Ole Miss,Arkansas,77.5,77.5,76.8,-0.7,,,,,,,-22.8,-23.5,-0.7,54.0
2020,7,10/17/20,Texas A&M,Mississippi State,55.5,55.5,49.5,-6.0,UNDER,STRONG,WIN,-,0.0,13.5,-7.5,-13.5,-6.0,42.0
2020,7,10/17/20,Massachusetts,Georgia Southern,61.5,61.5,58.0,-3.5,UNDER,LEAN,WIN,-,0.0,20.5,-17.0,-20.5,-3.5,41.0
2020,7,10/17/20,Virginia,Wake Forest,57.0,57.0,56.0,-1.0,,,,,,,7.0,6.0,-1.0,63.0
2020,7,10/17/20,North Texas,Middle Tennessee,72.0,72.0,66.8,-5.2,UNDER,STRONG,LOSS,-,0.0,-15.0,20.2,15.0,-5.2,87.0
2020,7,10/17/20,Marshall,Louisiana Tech,48.0,48.0,48.8,0.8,,,,,,,3.2,4.0,0.8,52.0
2020,7,10/17/20,North Carolina,Florida State,64.5,64.5,57.7,-6.8,UNDER,STRONG,WIN,-,0.0,5.5,1.3,-5.5,-6.8,59.0
2020,7,10/17/20,Boston College,Virginia Tech,61.5,61.5,58.2,-3.3,UNDER,LEAN,WIN,-,0.0,7.5,-4.2,-7.5,-3.3,54.0
2020,7,10/17/20,Georgia,Alabama,57.0,57.0,51.5,-5.5,UNDER,STRONG,LOSS,-,0.0,-8.0,13.5,8.0,-5.5,65.0
2020,8,10/22/20,Arkansas State,App State,69.5,69.5,56.0,-13.5,UNDER,STRONG,WIN,-,0.0,7.5,6.0,-7.5,-13.5,62.0
2020,8,10/23/20,Tulsa,South Florida,51.5,51.5,47.7,-3.8,UNDER,LEAN,LOSS,-,0.0,-3.5,7.3,3.5,-3.8,55.0
2020,8,10/23/20,Illinois,Wisconsin,51.5,51.5,55.1,3.6,OVER,LEAN,WIN,-,0.0,0.5,-3.1,0.5,3.6,52.0
2020,8,10/23/20,Louisiana,UAB,50.5,50.5,54.7,4.2,OVER,LEAN,LOSS,-,0.0,-6.5,-10.7,-6.5,4.2,44.0
2020,8,10/24/20,NC State,North Carolina,61.5,61.5,63.0,1.5,,,,,,,6.0,7.5,1.5,69.0
2020,8,10/24/20,Oklahoma,TCU,58.5,58.5,66.8,8.3,OVER,STRONG,LOSS,-,0.0,-11.5,-19.8,-11.5,8.3,47.0
2020,8,10/24/20,Kansas,Kansas State,46.0,46.0,51.1,5.1,OVER,STRONG,WIN,-,0.0,23.0,17.9,23.0,5.1,69.0
2020,8,10/24/20,UTEP,Charlotte,50.0,50.0,56.5,6.5,OVER,STRONG,WIN,-,0.0,16.0,9.5,16.0,6.5,66.0
2020,8,10/24/20,Rutgers,Michigan State,44.5,44.5,53.1,8.6,OVER,STRONG,WIN,-,0.0,20.5,11.9,20.5,8.6,65.0
2020,8,10/24/20,Auburn,Ole Miss,73.5,73.5,71.6,-1.9,,,,,,,-8.6,-10.5,-1.9,63.0
2020,8,10/24/20,Florida State,Louisville,62.5,62.5,60.9,-1.6,,,,,,,3.1,1.5,-1.6,64.0
2020,8,10/24/20,Temple,Memphis,70.0,70.0,70.3,0.3,,,,,,,-0.3,0.0,0.3,70.0
2020,8,10/24/20,Nebraska,Ohio State,69.5,69.5,55.8,-13.7,UNDER,STRONG,WIN,-,0.0,0.5,13.2,-0.5,-13.7,69.0
2020,8,10/24/20,Syracuse,Clemson,63.0,63.0,63.0,0.0,,,,,,,5.0,5.0,0.0,68.0
2020,8,10/24/20,Georgia Southern,Coastal Carolina,49.0,49.0,57.6,8.6,OVER,STRONG,LOSS,-,0.0,-7.0,-15.6,-7.0,8.6,42.0
2020,8,10/24/20,Southern Miss,Liberty,59.5,59.5,59.8,0.3,,,,,,,31.2,31.5,0.3,91.0
