season,week,date,away,home,opener,close,proj,edge,rec,tier,result,clv,clv_pts,margin,proj_err,vegas_err,proj_vs_vegas,actual
2020,15,12/12/20,Louisiana Tech,TCU,50.0,50.0,52.5,2.5,,,,,,,9.5,12.0,2.5,62.0
2020,15,12/12/20,LSU,Florida,65.5,65.5,76.3,10.8,OVER,STRONG,WIN,-,0.0,5.5,-5.3,5.5,10.8,71.0
2020,15,12/12/20,Auburn,Mississippi State,50.5,50.5,49.1,-1.4,,,,,,,-15.1,-16.5,-1.4,34.0
2020,15,12/12/20,USC,UCLA,65.0,65.0,62.0,-3.0,UNDER,LEAN,LOSS,-,0.0,-16.0,19.0,16.0,-3.0,81.0
2020,15,12/12/20,Virginia,Virginia Tech,64.0,64.0,63.4,-0.6,,,,,,,-15.4,-16.0,-0.6,48.0
2020,15,12/12/20,San Diego State,BYU,47.5,47.5,51.5,4.0,OVER,LEAN,LOSS,-,0.0,-5.5,-9.5,-5.5,4.0,42.0
2020,15,12/12/20,Stanford,Oregon State,55.5,55.5,58.3,2.8,,,,,,,-7.3,-4.5,2.8,51.0
2020,15,12/12/20,Fresno State,New Mexico,55.5,55.5,67.6,12.1,OVER,STRONG,WIN,-,0.0,32.5,20.4,32.5,12.1,88.0
2020,15,12/12/20,UNLV,Hawai'i,60.0,60.0,65.4,5.4,OVER,STRONG,LOSS,-,0.0,-1.0,-6.4,-1.0,5.4,59.0
2020,16,12/18/20,UAB,Marshall,45.0,45.0,46.5,1.5,,,,,,,-11.5,-10.0,1.5,35.0
2020,16,12/18/20,Nebraska,Rutgers,52.0,52.0,49.3,-2.7,,,,,,,-0.3,-3.0,-2.7,49.0
2020,16,12/18/20,Ball State,Buffalo,70.0,70.0,56.5,-13.5,UNDER,STRONG,WIN,-,0.0,4.0,9.5,-4.0,-13.5,66.0
2020,16,12/18/20,Oregon,USC,65.5,65.5,56.6,-8.9,UNDER,STRONG,WIN,-,0.0,10.5,-1.6,-10.5,-8.9,55.0
2020,16,12/19/20,Northwestern,Ohio State,56.5,56.5,50.2,-6.3,UNDER,STRONG,WIN,-,0.0,24.5,-18.2,-24.5,-6.3,32.0
2020,16,12/19/20,Texas A&M,Tennessee,49.5,49.5,47.6,-1.9,,,,,,,-0.6,-2.5,-1.9,47.0
2020,16,12/19/20,Oklahoma,Iowa State,60.0,60.0,61.7,1.7,,,,,,,-13.7,-12.0,1.7,48.0
2020,16,12/19/20,Washington State,Utah,55.0,55.0,60.8,5.8,OVER,STRONG,WIN,-,0.0,18.0,12.2,18.0,5.8,73.0
2020,16,12/19/20,Air Force,Army,37.5,37.5,50.8,13.3,OVER,STRONG,LOSS,-,0.0,-20.5,-33.8,-20.5,13.3,17.0
2020,16,12/19/20,Missouri,Mississippi State,49.0,49.0,49.1,0.1,,,,,,,33.9,34.0,0.1,83.0
2020,16,12/19/20,Ole Miss,LSU,74.5,74.5,78.1,3.6,OVER,LEAN,WIN,-,0.0,26.5,22.9,26.5,3.6,101.0
2020,16,12/19/20,Clemson,Notre Dame,58.0,58.0,62.1,4.1,OVER,LEAN,LOSS,-,0.0,-14.0,-18.1,-14.0,4.1,44.0
2020,16,12/19/20,Minnesota,Wisconsin,47.0,47.0,55.3,8.3,OVER,STRONG,LOSS,-,0.0,-10.0,-18.3,-10.0,8.3,37.0
2020,16,12/19/20,Boise State,San José State,58.5,58.5,52.4,-6.1,UNDER,STRONG,WIN,-,0.0,4.5,1.6,-4.5,-6.1,54.0
2020,16,12/19/20,Illinois,Penn State,52.5,52.5,52.9,0.4,,,,,,,24.1,24.5,0.4,77.0
2020,16,12/19/20,Stanford,UCLA,61.0,61.0,62.0,1.0,,,,,,,33.0,34.0,1.0,95.0
2020,16,12/19/20,Alabama,Florida,74.0,74.0,79.1,5.1,OVER,STRONG,WIN,-,0.0,24.0,18.9,24.0,5.1,98.0
2020,16,12/19/20,Tulsa,Cincinnati,44.5,44.5,53.5,9.0,OVER,STRONG,WIN,-,0.0,6.5,-2.5,6.5,9.0,51.0
2020,16,12/19/20,Arizona State,Oregon State,54.5,54.5,64.4,9.9,OVER,STRONG,WIN,-,0.0,24.5,14.6,24.5,9.9,79.0
2021,1,08/28/21,Nebraska,Illinois,55.0,52.5,51.4,-3.6,UNDER,LEAN,WIN,+,2.5,3.0,0.6,-0.5,-1.1,52.0
2021,1,08/28/21,UConn,Fresno State,62.5,63.5,55.8,-6.7,UNDER,STRONG,WIN,-,-1.0,17.5,-10.8,-18.5,-7.7,45.0
2021,1,08/28/21,Hawai'i,UCLA,70.5,67.0,58.2,-12.3,UNDER,STRONG,WIN,+,3.5,16.5,-4.2,-13.0,-8.8,54.0
2021,1,08/28/21,UTEP,New Mexico State,54.0,59.5,56.6,2.6,,,,,,,-23.6,-26.5,-2.9,33.0
2021,1,09/02/21,Boise State,UCF,70.0,67.0,54.7,-15.3,UNDER,STRONG,WIN,+,3.0,3.0,12.3,0.0,-12.3,67.0
2021,1,09/02/21,East Carolina,App State,59.5,55.5,51.4,-8.1,UNDER,STRONG,WIN,+,4.0,7.5,0.6,-3.5,-4.1,52.0
2021,1,09/02/21,South Florida,NC State,60.0,58.0,53.7,-6.3,UNDER,STRONG,WIN,+,2.0,15.0,-8.7,-13.0,-4.3,45.0
2021,1,09/02/21,Bowling Green,Tennessee,58.5,60.5,49.3,-9.2,UNDER,STRONG,WIN,-,-2.0,14.5,-5.3,-16.5,-11.2,44.0
2021,1,09/02/21,Ohio State,Minnesota,66.5,62.0,57.4,-9.1,UNDER,STRONG,LOSS,+,4.5,-9.5,18.6,14.0,-4.6,76.0
2021,1,09/03/21,North Carolina,Virginia Tech,66.0,63.5,56.1,-9.9,UNDER,STRONG,WIN,+,2.5,39.0,-29.1,-36.5,-7.4,27.0
2021,1,09/03/21,Old Dominion,Wake Forest,65.0,61.5,53.3,-11.7,UNDER,STRONG,WIN,+,3.5,13.0,-1.3,-9.5,-8.2,52.0
2021,1,09/03/21,Duke,Charlotte,60.0,60.5,54.6,-5.4,UNDER,STRONG,WIN,-,-0.5,1.0,4.4,-1.5,-5.9,59.0
2021,1,09/03/21,Michigan State,Northwestern,45.0,45.5,42.2,-2.8,,,,,,,16.8,13.5,-3.3,59.0
2021,1,09/04/21,Tulane,Oklahoma,70.0,66.5,59.2,-10.8,UNDER,STRONG,LOSS,+,3.5,-5.0,15.8,8.5,-7.3,75.0
2021,1,09/04/21,Stanford,Kansas State,52.5,54.0,51.6,-0.9,,,,,,,-20.6,-23.0,-2.4,31.0
2021,1,09/04/21,Western Michigan,Michigan,67.0,65.5,54.7,-12.3,UNDER,STRONG,WIN,+,1.5,6.0,6.3,-4.5,-10.8,61.0
2021,1,09/04/21,Temple,Rutgers,51.0,52.0,51.9,0.9,,,,,,,23.1,23.0,-0.1,75.0
2021,1,09/04/21,Army,Georgia State,51.5,50.0,52.3,0.8,,,,,,,0.7,3.0,2.3,53.0
2021,1,09/04/21,UL Monroe,Kentucky,54.0,54.0,47.8,-6.2,UNDER,STRONG,LOSS,-,0.0,-1.0,7.2,1.0,-6.2,55.0
2021,1,09/04/21,Penn State,Wisconsin,51.5,49.0,45.8,-5.7,UNDER,STRONG,WIN,+,2.5,25.5,-19.8,-23.0,-3.2,26.0
2021,1,09/04/21,Rice,Arkansas,51.0,50.0,50.0,-1.0,,,,,,,5.0,5.0,0.0,55.0
2021,1,09/04/21,Fresno State,Oregon,61.5,63.0,53.6,-7.9,UNDER,STRONG,WIN,-,-1.5,6.5,1.4,-8.0,-9.4,55.0
2021,1,09/04/21,Miami (OH),Cincinnati,51.0,49.0,48.9,-2.1,,,,,,,14.1,14.0,-0.1,63.0
2021,1,09/04/21,West Virginia,Maryland,55.0,57.0,51.8,-3.2,UNDER,LEAN,WIN,-,-2.0,1.0,2.2,-3.0,-5.2,54.0
2021,1,09/04/21,Marshall,Navy,45.5,46.5,49.2,3.7,OVER,LEAN,WIN,+,1.0,10.5,6.8,9.5,2.7,56.0
2021,1,09/04/21,Indiana,Iowa,47.5,45.5,49.6,2.1,,,,,,,-9.6,-5.5,4.1,40.0
2021,1,09/04/21,Alabama,Miami,64.5,61.5,48.7,-15.8,UNDER,STRONG,WIN,+,3.0,7.5,8.3,-4.5,-12.8,57.0
2021,1,09/04/21,Central Michigan,Missouri,60.5,59.0,50.6,-9.9,UNDER,STRONG,WIN,+,1.5,2.5,7.4,-1.0,-8.4,58.0
2021,1,09/04/21,Massachusetts,Pittsburgh,56.5,56.0,55.2,-1.3,,,,,,,2.8,2.0,-0.8,58.0
2021,1,09/04/21,Louisiana Tech,Mississippi State,52.5,53.0,55.3,2.8,,,,,,,13.7,16.0,2.3,69.0
2021,1,09/04/21,Louisiana,Texas,59.0,58.0,53.8,-5.2,UNDER,STRONG,WIN,+,1.0,3.0,2.2,-2.0,-4.2,56.0
2021,1,09/04/21,San José State,USC,59.5,61.0,57.7,-1.8,,,,,,,-20.7,-24.0,-3.3,37.0
2021,1,09/04/21,Oregon State,Purdue,65.0,68.0,52.8,-12.2,UNDER,STRONG,WIN,-,-3.0,14.0,-1.8,-17.0,-15.2,51.0
2021,1,09/04/21,Syracuse,Ohio,56.0,55.5,50.1,-5.9,UNDER,STRONG,WIN,+,0.5,18.0,-12.1,-17.5,-5.4,38.0
2021,1,09/04/21,Texas Tech,Houston,65.0,63.0,54.2,-10.8,UNDER,STRONG,WIN,+,2.0,6.0,4.8,-4.0,-8.8,59.0
2021,1,09/04/21,Akron,Auburn,55.0,56.0,52.1,-2.9,,,,,,,17.9,14.0,-3.9,70.0
2021,1,09/04/21,Baylor,Texas State,55.5,52.5,50.0,-5.5,UNDER,STRONG,WIN,+,3.0,6.5,-1.0,-3.5,-2.5,49.0
2021,1,09/04/21,Northern Illinois,Georgia Tech,57.0,57.0,51.3,-5.7,UNDER,STRONG,WIN,-,0.0,14.0,-8.3,-14.0,-5.7,43.0
2021,1,09/04/21,UTSA,Illinois,53.0,52.0,51.0,-2.0,,,,,,,16.0,15.0,-1.0,67.0
2021,1,09/04/21,Georgia,Clemson,52.0,51.5,50.9,-1.1,,,,,,,-37.9,-38.5,-0.6,13.0
2021,1,09/04/21,Florida Atlantic,Florida,53.0,52.0,52.1,-0.9,,,,,,,-3.1,-3.0,0.1,49.0
2021,1,09/04/21,Southern Miss,South Alabama,55.0,56.5,51.9,-3.1,UNDER,LEAN,WIN,-,-1.5,17.0,-13.9,-18.5,-4.6,38.0
2021,1,09/04/21,Kent State,Texas A&M,66.0,66.0,56.4,-9.6,UNDER,STRONG,WIN,-,0.0,15.0,-5.4,-15.0,-9.6,51.0
2021,1,09/04/21,LSU,UCLA,69.0,63.5,55.7,-13.3,UNDER,STRONG,WIN,+,5.5,4.0,9.3,1.5,-7.8,65.0
2021,1,09/04/21,BYU,Arizona,54.5,54.0,52.1,-2.4,,,,,,,-12.1,-14.0,-1.9,40.0
2021,1,09/04/21,New Mexico State,San Diego State,50.0,50.5,47.8,-2.2,,,,,,,-9.8,-12.5,-2.7,38.0
2021,1,09/04/21,Nevada,California,52.5,52.5,56.7,4.2,OVER,LEAN,LOSS,-,0.0,-13.5,-17.7,-13.5,4.2,39.0
2021,1,09/04/21,Utah State,Washington State,64.5,66.5,56.7,-7.8,UNDER,STRONG,WIN,-,-2.0,15.5,-7.7,-17.5,-9.8,49.0
2021,1,09/05/21,Notre Dame,Florida State,55.5,54.0,49.2,-6.3,UNDER,STRONG,LOSS,+,1.5,-23.5,29.8,25.0,-4.8,79.0
2021,1,09/06/21,Louisville,Ole Miss,75.0,74.5,60.7,-14.3,UNDER,STRONG,WIN,+,0.5,8.0,6.3,-7.5,-13.8,67.0
2021,1,12/17/21,Middle Tennessee,Toledo,53.0,50.0,57.9,4.9,OVER,LEAN,WIN,-,-3.0,2.0,-2.9,5.0,7.9,55.0
2021,1,12/17/21,Northern Illinois,Coastal Carolina,63.5,63.5,53.8,-9.7,UNDER,STRONG,LOSS,-,0.0,-24.5,34.2,24.5,-9.7,88.0
2021,1,12/18/21,Western Kentucky,App State,67.5,67.5,49.6,-17.9,UNDER,STRONG,LOSS,-,0.0,-29.5,47.4,29.5,-17.9,97.0
2021,1,12/18/21,UTEP,Fresno State,51.0,54.5,57.7,6.7,OVER,STRONG,WIN,+,3.5,4.0,-2.7,0.5,3.2,55.0
2021,1,12/18/21,UAB,BYU,55.0,54.0,49.0,-6.0,UNDER,STRONG,LOSS,+,1.0,-4.0,10.0,5.0,-5.0,59.0
2021,1,12/18/21,Eastern Michigan,Liberty,57.5,58.5,53.8,-3.7,UNDER,LEAN,LOSS,-,-1.0,-18.5,22.2,17.5,-4.7,76.0
2021,1,12/18/21,Utah State,Oregon State,64.5,68.5,52.0,-12.5,UNDER,STRONG,WIN,-,-4.0,27.5,-15.0,-31.5,-16.5,37.0
2021,1,12/18/21,Louisiana,Marshall,51.5,55.5,47.1,-4.4,UNDER,LEAN,LOSS,-,-4.0,-5.5,9.9,1.5,-8.4,57.0
2021,1,12/20/21,Old Dominion,Tulsa,51.0,55.0,50.9,-0.1,,,,,,,-3.9,-8.0,-4.1,47.0
2021,1,12/21/21,Kent State,Wyoming,58.5,60.5,52.4,-6.1,UNDER,STRONG,LOSS,-,-2.0,-31.5,37.6,29.5,-8.1,90.0
2021,1,12/21/21,UTSA,San Diego State,50.0,48.0,49.1,-0.9,,,,,,,12.9,14.0,1.1,62.0
2021,1,12/22/21,Missouri,Army,60.5,54.0,50.5,-10.0,UNDER,STRONG,WIN,+,6.5,14.5,-4.5,-8.0,-3.5,46.0
2021,1,12/23/21,North Texas,Miami (OH),52.5,56.5,53.7,1.2,,,,,,,-12.7,-15.5,-2.8,41.0
2021,1,12/23/21,UCF,Florida,56.5,56.0,53.8,-2.7,,,,,,,-7.8,-10.0,-2.2,46.0
2021,1,12/25/21,Georgia State,Ball State,49.5,53.0,57.4,7.9,OVER,STRONG,WIN,+,3.5,21.5,13.6,18.0,4.4,71.0
2021,1,12/27/21,Western Michigan,Nevada,66.0,57.0,55.3,-10.7,UNDER,STRONG,LOSS,+,9.0,-10.0,20.7,19.0,-1.7,76.0
2021,1,12/28/21,Houston,Auburn,51.5,49.5,52.6,1.1,,,,,,,-22.6,-19.5,3.1,30.0
2021,1,12/28/21,Air Force,Louisville,55.5,55.0,51.3,-4.2,UNDER,LEAN,LOSS,+,0.5,-3.5,7.7,4.0,-3.7,59.0
2021,1,12/28/21,Mississippi State,Texas Tech,59.5,58.0,63.6,4.1,OVER,LEAN,LOSS,-,-1.5,-18.5,-22.6,-17.0,5.6,41.0
2021,1,12/28/21,West Virginia,Minnesota,44.5,45.0,51.2,6.7,OVER,STRONG,LOSS,+,0.5,-20.5,-27.2,-21.0,6.2,24.0
2021,1,12/29/21,Maryland,Virginia Tech,53.5,55.5,50.8,-2.7,,,,,,,13.2,8.5,-4.7,64.0
2021,1,12/29/21,Clemson,Iowa State,44.5,45.0,49.3,4.8,OVER,LEAN,LOSS,+,0.5,-11.5,-16.3,-12.0,4.3,33.0
2021,1,12/29/21,Oregon,Oklahoma,63.0,64.0,47.7,-15.3,UNDER,STRONG,LOSS,-,-1.0,-16.0,31.3,15.0,-16.3,79.0
2021,1,12/30/21,North Carolina,South Carolina,58.5,57.5,52.7,-5.8,UNDER,STRONG,LOSS,+,1.0,-0.5,6.3,1.5,-4.8,59.0
2021,1,12/30/21,Tennessee,Purdue,58.5,66.5,48.6,-9.9,UNDER,STRONG,LOSS,-,-8.0,-34.5,44.4,26.5,-17.9,93.0
2021,1,12/30/21,Pittsburgh,Michigan State,63.0,55.0,42.9,-20.1,UNDER,STRONG,WIN,+,8.0,11.0,9.1,-3.0,-12.1,52.0
2021,1,12/30/21,Wisconsin,Arizona State,43.0,42.5,47.8,4.8,OVER,LEAN,LOSS,-,-0.5,-10.0,-14.8,-9.5,5.3,33.0
2021,1,12/31/21,Wake Forest,Rutgers,58.5,62.5,55.0,-3.5,UNDER,LEAN,WIN,-,-4.0,10.5,-7.0,-14.5,-7.5,48.0
2021,1,12/31/21,Washington State,Central Michigan,57.0,56.0,54.6,-2.4,,,,,,,-9.6,-11.0,-1.4,45.0
2021,1,12/31/21,Cincinnati,Alabama,58.5,57.5,47.5,-11.0,UNDER,STRONG,WIN,+,1.0,25.5,-14.5,-24.5,-10.0,33.0
2021,1,12/31/21,Georgia,Michigan,43.5,46.0,52.5,9.0,OVER,STRONG,WIN,+,2.5,1.5,-7.5,-1.0,6.5,45.0
2021,1,01/01/22,Penn State,Arkansas,46.0,51.0,54.2,8.2,OVER,STRONG,LOSS,+,5.0,-12.0,-20.2,-17.0,3.2,34.0
2021,1,01/01/22,Iowa,Kentucky,45.0,43.5,46.0,1.0,,,,,,,-9.0,-6.5,2.5,37.0
2021,1,01/01/22,Oklahoma State,Notre Dame,45.0,45.0,47.4,2.4,,,,,,,24.6,27.0,2.4,72.0
2021,1,01/01/22,Utah,Ohio State,67.0,64.5,52.5,-14.5,UNDER,STRONG,LOSS,+,2.5,-26.0,40.5,28.5,-12.0,93.0
2021,1,01/01/22,Baylor,Ole Miss,52.0,60.0,61.4,9.4,OVER,STRONG,LOSS,+,8.0,-24.0,-33.4,-32.0,1.4,28.0
2021,1,01/04/22,LSU,Kansas State,46.5,47.0,51.8,5.3,OVER,STRONG,WIN,+,0.5,15.5,10.2,15.0,4.8,62.0
2021,1,01/10/22,Georgia,Alabama,52.0,53.0,49.5,-2.5,,,,,,,1.5,-2.0,-3.5,51.0
2021,2,09/10/21,Kansas,Coastal Carolina,53.0,52.0,59.4,6.4,OVER,STRONG,WIN,-,-1.0,18.0,11.6,19.0,7.4,71.0
2021,2,09/10/21,UTEP,Boise State,55.0,56.5,54.1,-0.9,,,,,,,12.9,10.5,-2.4,67.0
2021,2,09/11/21,Illinois,Virginia,54.5,56.5,49.9,-4.6,UNDER,LEAN,LOSS,-,-2.0,-1.5,6.1,-0.5,-6.6,56.0
2021,2,09/11/21,Western Kentucky,Army,54.5,52.0,46.3,-8.2,UNDER,STRONG,LOSS,+,2.5,-18.5,26.7,21.0,-5.7,73.0
2021,2,09/11/21,Tulsa,Oklahoma State,51.0,51.0,46.2,-4.8,UNDER,LEAN,PUSH,-,0.0,0.0,4.8,0.0,-4.8,51.0
2021,2,09/11/21,Pittsburgh,Tennessee,53.0,56.0,47.7,-5.3,UNDER,STRONG,LOSS,-,-3.0,-22.0,27.3,19.0,-8.3,75.0
2021,2,09/11/21,Miami (OH),Minnesota,56.0,55.0,56.3,0.3,,,,,,,0.7,2.0,1.3,57.0
2021,2,09/11/21,South Carolina,East Carolina,55.0,56.5,59.1,4.1,OVER,LEAN,LOSS,+,1.5,-18.0,-22.1,-19.5,2.6,37.0
2021,2,09/11/21,Oregon,Ohio State,63.5,65.0,55.1,-8.4,UNDER,STRONG,WIN,-,-1.5,0.5,7.9,-2.0,-9.9,63.0
2021,2,09/11/21,Florida,South Florida,56.5,57.5,59.4,2.9,,,,,,,2.6,4.5,1.9,62.0
2021,2,09/11/21,Wyoming,Northern Illinois,46.0,44.5,58.5,12.5,OVER,STRONG,WIN,-,-1.5,47.0,34.5,48.5,14.0,93.0
2021,2,09/11/21,Rutgers,Syracuse,52.0,51.0,50.9,-1.1,,,,,,,-26.9,-27.0,-0.1,24.0
2021,2,09/11/21,Middle Tennessee,Virginia Tech,54.5,54.5,50.5,-4.0,UNDER,LEAN,WIN,-,0.0,5.5,-1.5,-5.5,-4.0,49.0
2021,2,09/11/21,Toledo,Notre Dame,53.0,55.5,55.3,2.3,,,,,,,5.7,5.5,-0.2,61.0
2021,2,09/11/21,Purdue,UConn,56.5,57.5,56.7,0.2,,,,,,,-7.7,-8.5,-0.8,49.0
2021,2,09/11/21,Georgia Southern,Florida Atlantic,48.0,48.5,49.9,1.9,,,,,,,-5.9,-4.5,1.4,44.0
2021,2,09/11/21,California,TCU,48.5,46.5,47.3,-1.2,,,,,,,18.7,19.5,0.8,66.0
2021,2,09/11/21,Air Force,Navy,43.5,39.5,55.8,12.3,OVER,STRONG,LOSS,-,-4.0,-17.5,-29.8,-13.5,16.3,26.0
2021,2,09/11/21,Texas A&M,Colorado,52.0,50.0,51.5,-0.5,,,,,,,-34.5,-33.0,1.5,17.0
2021,2,09/11/21,Temple,Akron,52.0,51.5,52.5,0.5,,,,,,,16.5,17.5,1.0,69.0
2021,2,09/11/21,UAB,Georgia,44.5,44.0,46.4,1.9,,,,,,,16.6,19.0,2.4,63.0
2021,2,09/11/21,Boston College,Massachusetts,59.0,57.0,51.5,-7.5,UNDER,STRONG,LOSS,+,2.0,-14.0,21.5,16.0,-5.5,73.0
2021,2,09/11/21,Ball State,Penn State,53.5,58.0,48.9,-4.6,UNDER,LEAN,LOSS,-,-4.5,-3.5,8.1,-1.0,-9.1,57.0
2021,2,09/11/21,Buffalo,Nebraska,52.0,54.5,46.6,-5.4,UNDER,STRONG,WIN,-,-2.5,21.0,-15.6,-23.5,-7.9,31.0
2021,2,09/11/21,South Alabama,Bowling Green,51.0,48.0,42.3,-8.7,UNDER,STRONG,WIN,+,3.0,10.0,-1.3,-7.0,-5.7,41.0
2021,2,09/11/21,Iowa,Iowa State,44.5,45.0,40.7,-3.8,UNDER,LEAN,WIN,-,-0.5,0.5,3.3,-1.0,-4.3,44.0
2021,2,09/11/21,Houston,Rice,54.5,50.5,46.1,-8.4,UNDER,STRONG,WIN,+,4.0,3.5,4.9,0.5,-4.4,51.0
2021,2,09/11/21,North Texas,SMU,72.5,73.5,52.8,-19.7,UNDER,STRONG,WIN,-,-1.0,25.5,-5.8,-26.5,-20.7,47.0
2021,2,09/11/21,NC State,Mississippi State,55.5,55.5,56.8,1.3,,,,,,,-22.8,-21.5,1.3,34.0
2021,2,09/11/21,New Mexico State,New Mexico,53.0,55.5,47.2,-5.8,UNDER,STRONG,LOSS,-,-2.5,-6.0,11.8,3.5,-8.3,59.0
2021,2,09/11/21,Texas,Arkansas,58.5,57.5,50.0,-8.5,UNDER,STRONG,LOSS,+,1.0,-2.5,11.0,3.5,-7.5,61.0
2021,2,09/11/21,Memphis,Arkansas State,64.5,64.5,54.7,-9.8,UNDER,STRONG,LOSS,-,0.0,-40.5,50.3,40.5,-9.8,105.0
2021,2,09/11/21,Liberty,Troy,59.5,62.5,57.8,-1.7,,,,,,,-23.8,-28.5,-4.7,34.0
2021,2,09/11/21,App State,Miami,54.0,54.5,52.7,-1.3,,,,,,,-4.7,-6.5,-1.8,48.0
2021,2,09/11/21,Texas State,Florida International,54.0,55.5,56.1,2.1,,,,,,,-16.1,-15.5,0.6,40.0
2021,2,09/11/21,Eastern Michigan,Wisconsin,51.5,52.0,55.0,3.5,OVER,LEAN,LOSS,+,0.5,-10.5,-14.0,-11.0,3.0,41.0
2021,2,09/11/21,Missouri,Kentucky,53.0,56.5,50.6,-2.4,,,,,,,12.4,6.5,-5.9,63.0
2021,2,09/11/21,Georgia State,North Carolina,61.0,65.5,53.8,-7.2,UNDER,STRONG,LOSS,-,-4.5,-15.0,22.2,10.5,-11.7,76.0
2021,2,09/11/21,Washington,Michigan,50.5,47.5,46.3,-4.2,UNDER,LEAN,WIN,+,3.0,9.5,-5.3,-6.5,-1.2,41.0
2021,2,09/11/21,Vanderbilt,Colorado State,48.5,52.0,53.6,5.1,OVER,STRONG,LOSS,+,3.5,-3.5,-8.6,-7.0,1.6,45.0
2021,2,09/11/21,San Diego State,Arizona,48.0,46.5,49.2,1.2,,,,,,,2.8,5.5,2.7,52.0
2021,2,09/11/21,Utah,BYU,47.0,50.5,53.2,6.2,OVER,STRONG,LOSS,+,3.5,-4.0,-10.2,-7.5,2.7,43.0
2021,2,09/11/21,UNLV,Arizona State,54.5,56.0,46.6,-7.9,UNDER,STRONG,WIN,-,-1.5,7.5,0.4,-9.0,-9.4,47.0
2021,2,09/11/21,Stanford,USC,51.0,53.5,52.5,1.5,,,,,,,17.5,16.5,-1.0,70.0
2021,2,09/11/21,Hawai'i,Oregon State,61.0,65.0,52.6,-8.4,UNDER,STRONG,LOSS,-,-4.0,-11.0,19.4,7.0,-12.4,72.0
2021,3,09/16/21,Ohio,Louisiana,54.5,56.5,60.1,5.6,OVER,STRONG,WIN,+,2.0,8.5,2.9,6.5,3.6,63.0
2021,3,09/17/21,UCF,Louisville,67.0,67.5,70.1,3.1,OVER,LEAN,WIN,+,0.5,10.0,6.9,9.5,2.6,77.0
2021,3,09/17/21,Maryland,Illinois,59.5,61.5,58.7,-0.8,,,,,,,-21.7,-24.5,-2.8,37.0
2021,3,09/18/21,Cincinnati,Indiana,50.5,49.5,50.2,-0.3,,,,,,,11.8,12.5,0.7,62.0
2021,3,09/18/21,Northern Illinois,Michigan,54.5,55.0,54.9,0.4,,,,,,,18.1,18.0,-0.1,73.0
2021,3,09/18/21,Michigan State,Miami,54.5,57.5,43.4,-11.1,UNDER,STRONG,LOSS,-,-3.0,-0.5,11.6,-2.5,-14.1,55.0
2021,3,09/18/21,Nebraska,Oklahoma,61.5,62.5,62.1,0.6,,,,,,,-23.1,-23.5,-0.4,39.0
2021,3,09/18/21,Boston College,Temple,60.0,55.5,51.1,-8.9,UNDER,STRONG,WIN,+,4.5,29.0,-20.1,-24.5,-4.4,31.0
2021,3,09/18/21,Western Michigan,Pittsburgh,60.5,58.5,48.0,-12.5,UNDER,STRONG,LOSS,+,2.0,-24.5,37.0,26.5,-10.5,85.0
2021,3,09/18/21,Coastal Carolina,Buffalo,57.5,58.0,65.5,8.0,OVER,STRONG,LOSS,+,0.5,-4.5,-12.5,-5.0,7.5,53.0
2021,3,09/18/21,New Mexico,Texas A&M,51.0,49.5,53.1,2.1,,,,,,,-19.1,-15.5,3.6,34.0
2021,3,09/18/21,Virginia Tech,West Virginia,50.5,49.5,46.9,-3.6,UNDER,LEAN,WIN,+,1.0,2.5,1.1,-1.5,-2.6,48.0
2021,3,09/18/21,UConn,Army,51.5,48.0,43.2,-8.3,UNDER,STRONG,LOSS,+,3.5,-21.5,29.8,25.0,-4.8,73.0
2021,3,09/18/21,Minnesota,Colorado,50.0,49.0,47.7,-2.3,,,,,,,-17.7,-19.0,-1.3,30.0
2021,3,09/18/21,Nevada,Kansas State,49.0,51.5,46.9,-2.1,,,,,,,8.1,3.5,-4.6,55.0
2021,3,09/18/21,Purdue,Notre Dame,58.5,58.5,56.2,-2.3,,,,,,,-16.2,-18.5,-2.3,40.0
2021,3,09/18/21,USC,Washington State,63.0,61.0,58.8,-4.2,UNDER,LEAN,WIN,+,2.0,4.0,0.2,-2.0,-2.2,59.0
2021,3,09/18/21,Georgia Tech,Clemson,51.0,52.5,46.7,-4.3,UNDER,LEAN,WIN,-,-1.5,29.0,-24.7,-30.5,-5.8,22.0
2021,3,09/18/21,Tulsa,Ohio State,61.0,60.5,64.3,3.3,OVER,LEAN,PUSH,-,-0.5,0.0,-3.3,0.5,3.8,61.0
2021,3,09/18/21,Eastern Michigan,Massachusetts,55.5,56.5,56.4,0.9,,,,,,,13.6,13.5,-0.1,70.0
2021,3,09/18/21,Kent State,Iowa,54.5,55.5,51.0,-3.5,UNDER,LEAN,WIN,-,-1.0,17.5,-14.0,-18.5,-4.5,37.0
2021,3,09/18/21,Alabama,Florida,57.5,60.0,62.2,4.7,OVER,LEAN,WIN,+,2.5,2.5,-2.2,0.0,2.2,60.0
2021,3,09/18/21,Baylor,Kansas,49.5,48.5,50.8,1.3,,,,,,,1.2,3.5,2.3,52.0
2021,3,09/18/21,SMU,Louisiana Tech,65.5,65.5,60.6,-4.9,UNDER,LEAN,LOSS,-,0.0,-10.5,15.4,10.5,-4.9,76.0
2021,3,09/18/21,Florida State,Wake Forest,61.5,62.5,49.7,-11.8,UNDER,STRONG,WIN,-,-1.0,12.5,-0.7,-13.5,-12.8,49.0
