game_id,season,week,home,away,neutral,fbs_both,total_pts,mkt_total,mkt_total_open,mkt_spread,proj_py_h,proj_ypa_h,proj_ry_h,proj_yrc_h,proj_py_a,proj_ypa_a,proj_ry_a,proj_yrc_a,tempo_h,tempo_a,exp_plays,proj_total_yards,off_ypa_h,def_ypa_h,off_ypc_h,def_ypc_h,off_ypa_a,def_ypa_a,off_ypc_a,def_ypc_a,prate_h,prate_a,pre_w_h,pre_w_a
400950977,2017,1,New Hampshire,Maine,False,False,47.0,,,,149.05849398362562,5.684321238000895,154.3620097169481,4.08231409960371,199.6974046128342,6.368861471868398,124.67024808431657,3.814896933271877,62.62775046589253,65.44249406768968,64.0351222667911,627.7881563977245,4.145987428663944,8.449084752508744,2.852462403924812,5.079604899674697,5.108715929635147,9.292022452571466,2.88304149752297,5.493947509200008,0.409505625992528,0.4896574592344906,0.0,0.0
400951138,2017,1,Indiana State,Eastern Illinois,False,False,42.0,,,,285.7350286504096,8.494652390576064,147.55964402419988,4.265179703407323,252.13935898860484,7.65211342405736,161.16505600002378,4.567768366091881,68.66393675090383,67.8028561597071,68.23339645530547,846.5990876632382,6.755883396420119,9.648602168983736,3.3575342709549694,5.507111259194179,5.37497708434652,8.521638066777331,3.1840379820711115,4.876574881989171,0.4929704450372864,0.4829056158038303,0.0,0.0
400944889,2017,1,Toledo,Elon,False,False,60.0,,,-44.5,372.166225291918,11.398695596465727,254.00611832616102,6.636271709899312,277.32666834931797,7.100994616006899,98.14105833545662,3.0793508065767417,73.98925224979068,67.8613891298668,70.92532068982874,1001.6400703028536,8.282653312508224,8.122460744067844,4.388860520336629,4.533321410737622,5.925038552187619,9.327071170645896,2.60759820771964,5.804574610577364,0.4603418869503199,0.5506442934368674,0.0,0.0
400941787,2017,1,Cincinnati,Austin Peay,False,False,40.0,,,-43.0,285.88384115339414,8.699845495965622,227.88136573918518,6.688035985884148,165.47086631170004,6.553029672440793,148.6768859515127,3.566869764380145,71.50118568251231,62.36637948496847,66.9337825837404,827.9129591557921,7.160122188085163,7.719192801782492,4.045039517101612,4.345635191187434,5.753470150251318,8.234755793466325,3.150881026158048,6.347078217206996,0.4909448403480089,0.3772541600087883,0.0,0.0
400944890,2017,1,Central Michigan,Rhode Island,False,False,57.0,,,-34.5,240.29494823717008,7.24109460105754,192.66839565311932,5.76999999760306,165.4386285922354,6.120873311025289,146.4980320722539,3.7043378647600185,71.99793901862066,61.15465276849458,66.57629589355761,744.9000045547787,7.043485811175058,8.610499868073548,3.854593084085974,4.582469780862604,4.817754263472114,6.967487455664923,3.1031945153001037,5.7463925836075305,0.4984490707214527,0.4059793108917157,0.0,0.0
400944826,2017,1,Georgia State,Tennessee State,False,False,27.0,,,-15.0,379.0353467729668,10.93525711117331,205.11077601716562,5.709247034297411,384.15645758623606,10.747476878445356,170.30717497982843,4.887710286902862,70.87650818829643,70.29915671996746,70.58783245413194,1138.609755356197,6.74175297491368,8.88204414580154,3.779717933078813,4.5604920536993365,8.200743158057225,10.992988696940948,4.11426034845946,5.798524033856454,0.4910445179619225,0.5063744358220288,0.0,0.0
400950950,2017,1,Delaware,Delaware State,False,False,25.0,,,,196.87845614445789,6.705480714281131,162.81012562910956,5.106752039824757,178.18076945770008,5.68719474489809,97.37125944658126,3.255257025340526,61.93391057446209,60.55043330336184,61.242171938911966,635.2406106778487,4.642848849252826,9.06616372586966,3.055792102949632,6.086056984137857,4.251421459986748,9.78824859662342,2.053275798637123,6.415329756852671,0.4794217058963103,0.5115783368598277,0.0,0.0
400934493,2017,1,Oklahoma State,Tulsa,False,True,83.0,71.5,,-19.5,344.4344070758638,9.663818067971798,192.6377801357063,5.015392425502569,276.9792833435635,8.58938838608269,199.27117644712942,4.766765037105193,74.70761715281324,73.39430697078076,74.05096206179701,1013.322647002263,8.734198175921843,7.686839146342636,4.558778840030344,4.290815390633794,7.573106523858226,7.49868864977242,4.264635652822644,4.223324129666426,0.4813124305438213,0.4354660894788637,0.0,0.0
400935248,2017,1,Utah,North Dakota,False,False,53.0,,,-21.0,272.67834063226366,9.032096974348486,215.6327921447633,5.259646008833362,185.12290772437413,5.717151635807216,137.74004475673883,3.549338518975197,71.99893610996823,70.37608916589204,71.18751263793013,811.1740852581399,7.920568282874485,6.791829195055376,4.640039887006179,4.035216070534423,5.704959607685263,7.728440498935526,3.376592453831075,4.351438196689739,0.4240901954704199,0.4548588337010041,0.0,0.0
400941788,2017,1,UConn,Holy Cross,False,False,47.0,,,-22.5,265.0578612163914,8.345118838508396,176.96207472630618,4.5913683969281855,245.30458115018547,7.714541216233926,163.47261581220752,4.245306132973938,70.26111495421492,70.34760908950568,70.3043620218603,850.7971329050906,6.195005391520242,8.064023967315183,3.7404165667564815,4.527058121566414,6.483625355654946,9.12957278050881,3.5999043411021336,4.71216171586551,0.4517788463383953,0.4522861445183319,0.0,0.0
400933828,2017,1,Arkansas,Florida A&M,True,False,56.0,55.5,,-47.0,388.4854551408048,12.616272499822262,295.88239018714745,7.798324087774369,240.60858789410565,7.760732857997269,137.54632063563986,3.645458481209335,72.45533922861028,65.01306781025359,68.73420351943193,1062.5227538576978,8.117281280359292,7.464520132013738,4.443467183586727,4.474359282102956,7.046289117416932,10.53367909450208,3.12765844515582,6.737167122276922,0.4479925565612735,0.4510612150851601,0.0,0.0
400935229,2017,1,Indiana,Ohio State,False,True,70.0,56.5,,21.0,192.37964510844046,6.091826577786678,148.09819128142144,3.6852328253904325,297.30016420112617,9.835191576383512,218.77055295011672,5.266669833725882,71.25289283610208,72.28088770320741,71.76689026965474,856.5485535411049,7.667163442797419,7.41562272615164,4.296324960337022,3.747755890759712,8.988657142292361,5.3848353455321,5.394644316217734,3.292803586423579,0.4400352415550484,0.4211998395011998,0.0,0.0
400944827,2017,1,Idaho,Sacramento State,False,False,34.0,,,-23.5,272.7139998191376,8.904278470706634,216.64264141357074,5.856744533961158,199.83336840987212,6.418968748444833,125.87334404424858,3.4499185081251906,71.82498100412806,63.41018440129592,67.61758270271199,815.063353686829,6.565314385205878,8.610156757384866,3.701914441223132,4.656300352978032,5.052587242157548,9.191847793751734,2.844237563501083,6.073344572253017,0.4529487428623451,0.4604082602786948,0.0,0.0
400941789,2017,1,Memphis,UL Monroe,False,True,66.0,61.5,,-27.0,344.7195620583739,10.091330681978219,237.84832331157034,6.114786143028423,235.28538883979112,7.525307881626967,184.8190560843352,4.422425599098946,73.68825177953022,72.42617621106773,73.05721399529898,1002.6723302940707,8.336166421690752,7.664253085672044,4.437794062046967,4.333912868501539,6.654478920142157,8.204302782115688,3.9172237351044847,5.289469847781542,0.4675783402377532,0.4279643360289218,0.0,0.0
