season,team,pre_off_ypa,pre_def_ypa,pre_off_ypc,pre_def_ypc,pre_tempo,pre_prate
2017,California,7.898453671691758,7.99850847837694,4.194332495187295,4.868888160535502,75.9998318293224,0.5755695866915865
2017,Purdue,7.154466313746102,8.466463263925561,3.719770594057928,4.980303702699853,73.49613184786837,0.5428133134662556
2017,Louisiana,5.8378406552419815,7.741058697203044,3.8232958503436705,4.326751888535014,68.36783970030345,0.3961478811550488
2017,Kansas State,7.461618037232183,6.89149405792531,4.5807020654402155,4.201050474538796,70.73083499166839,0.39145247177222003
2017,Syracuse,7.689554234982936,7.793207183135564,4.022449401124247,4.702799118272736,73.8317895873276,0.5003659924950118
2017,Massachusetts,6.6423829904820035,8.628908018189525,3.7562660661661376,4.925712262289018,72.48320780379416,0.49630014649275106
2017,New Mexico State,6.474714567715752,8.186225371493006,3.7827990184889133,5.051611566995888,72.67078386070672,0.4776848184838007
2017,Eastern Michigan,7.155479644347358,8.30882174657813,3.959277639307828,4.627181394435818,74.48833547066597,0.4932201424842148
2017,Troy,7.279883406545186,7.539466669857344,4.129569496469573,4.16207731851515,71.50734580666811,0.4711360295044834
2017,Idaho,6.563732826255743,8.612252840154062,3.699570655984031,4.6569856790394395,71.84772139413825,0.4530939069811806
2017,UConn,6.193180050814622,8.069978491923425,3.738008576578494,4.527452337470127,70.27613205269269,0.4518951900823156
2017,Coastal Carolina,6.8828261389795875,8.555267515228868,3.8268882875156267,4.585916872773345,70.85251972731174,0.4472104560976729
2017,Western Kentucky,8.010903169495062,8.374429206408337,4.333009812020804,4.050166150037125,75.09176330645599,0.47955125169952084
2017,New Mexico,7.226310208190155,7.632490862527909,4.657409664806656,4.694587904052892,71.59217366292373,0.3002079217914455
2017,UL Monroe,6.653279070515456,8.210565727402548,3.9156995648268382,5.28931990028797,72.43055193695511,0.4280143117443892
2017,UAB,6.987845621653365,8.37013677781214,3.8981616278568474,4.5512145182841985,70.91882173672708,0.4462846848725757
2017,Wofford,6.4182824577475,8.537636341146339,3.9118140742026033,4.755383943481243,66.94922109171044,0.2717728259715096
2017,Louisville,8.746378684030217,6.626607039562759,5.1025041878331745,3.512802751466193,73.66420041651736,0.44608451792906556
2017,Northern Iowa,5.6070506586463935,7.20871396798775,3.6056617945185616,3.8876067919311716,70.35232902172567,0.3856434053997161
2017,Iowa State,8.228308177571387,7.625315044978088,4.564180627435184,4.26448302637366,72.79480986561683,0.44215431059750565
2017,Liberty,5.8856164559009345,9.005755013805688,3.2975655159307093,5.429883501391482,67.53680478627733,0.4841336671181974
2017,Baylor,7.893247807916431,6.843782981471541,4.401682749321687,4.096186941137516,73.3018665657784,0.4575889926150039
2017,Southeast Missouri State,5.581297043114029,8.725093249731534,3.478344582130054,4.66184808783598,69.31680022903815,0.5150543696511691
2017,Kansas,6.696799318867074,8.1830304799882,3.928717819169466,4.7504118823112105,72.92086640049301,0.5025367758855301
2017,Central Arkansas,5.681650666766343,8.147808423150964,3.1491151452800112,4.0327486345145624,70.31256438822435,0.4464260352533952
2017,Oklahoma,9.70762884977839,6.9389856584832685,5.122217031148034,3.9819872212019582,75.44820574439669,0.43551182537702443
2017,UTEP,5.79008022597801,8.810820535050638,3.662731291846087,5.502779748277412,70.59511117818995,0.45119365420799024
2017,Tulsa,7.571518246070083,7.50046657363093,4.261936104210334,4.223766676773952,73.42303693284751,0.4356354555798975
2017,Oklahoma State,8.737072899309897,7.681896249889068,4.561588645016787,4.291682089293609,74.69898118474923,0.48127470808440864
2017,Jackson State,3.553073012305639,7.929455840135988,1.566724064136634,5.952166701233217,60.403000710014695,0.5058523394001391
2017,Texas,8.147848607928568,6.204281635659189,4.816720573314318,3.884034209427293,73.60747842561517,0.4387924477050378
2017,Maryland,7.58196554445271,7.173552605610884,4.464240855320597,4.4709122415319555,70.33375407827326,0.40215577829222615
2017,Eastern Washington,8.676658452086786,10.107199732983583,4.161544717999995,3.9916833969262564,76.94832374225308,0.5145647902880296
2017,Texas Tech,7.885619133282114,8.259713184374135,3.7474305269339445,4.9581937983139825,75.93272993710808,0.5824322163415886
2017,Virginia Tech,7.967812992922042,6.986040758399194,4.490930015192227,3.6853106569473173,71.73874287494081,0.4349379942802361
2017,West Virginia,7.722420747052136,7.200564311560543,4.592584021727111,3.9312703256095225,71.90694749736558,0.44027965978938016
2017,UTSA,6.901548191099087,7.651363553724527,4.047290689383415,4.418897547136954,71.71034450406715,0.41377736949130967
2017,Iowa,7.151685276942293,7.222675006491343,4.424832787803659,4.022502812798574,67.59714779674296,0.40140309384467177
2017,Central Michigan,7.04622086614942,8.606056072938381,3.8573296228191434,4.583342227518345,71.98840096782017,0.49840787296759786
2017,Charlotte,6.128013034571219,7.889057050248687,3.7810397545870558,4.761809739454526,72.68377816203355,0.4463564206911632
2017,Ohio State,8.985142802759952,5.397166051023543,5.390851180630362,3.2919873948564433,72.2896391071766,0.4212802606125626
2017,San José State,6.6848361564225165,8.290547199655501,3.989753330970235,4.717454656982143,71.28395681768325,0.4432363781792528
2017,East Carolina,7.1965570085160895,8.346638683496398,3.7991169546095183,4.778719364258326,74.09543444737415,0.5215317446931957
2017,Duke,7.394399619394773,7.024444679584841,4.212417492120507,4.252155722103415,72.03305661830589,0.46994789964572004
2017,Ohio,6.484384126998818,7.804476427884118,3.955877163178352,3.8679977640944063,70.62046039678607,0.43844173608357934
2017,Tulane,5.682741785727725,7.414683175348073,4.073322356001042,4.639383964247606,68.45614786088888,0.3589484657555145
2017,Pittsburgh,8.191779410920589,7.276837123434059,4.852689439714128,3.966889046784355,73.69760661876019,0.4097518821383879
2017,SMU,7.381132823079908,7.765001057964022,4.183849228096041,4.475925822305369,73.64396427936794,0.46642569657789124
2017,USC,9.168050852979567,6.002010115191174,5.1885396200786955,3.4877616213620755,73.04634610194513,0.4625180399477439
2017,Arizona State,7.6843563097176295,7.482641326962245,4.177413927351344,4.563139946567667,73.85912847765057,0.4702107743625378
2017,Delaware State,4.250732848483546,9.78872868673323,2.053004750889473,6.416727404822051,60.55134211754269,0.5116188326487463
2017,Akron,6.865982489542082,8.895064074426864,3.9005649702253034,4.772646495429138,70.50233568160101,0.4712198062700378
2017,Houston,7.230232702291491,7.176407231070234,3.993104326974354,3.567365919904021,71.83169798662294,0.4741914997306189
2017,Army,6.836759333986545,7.152370378866606,4.458912182413304,4.384769847755324,69.00547888042591,0.24842360703809407
2017,Buffalo,6.060155837423467,8.39637549131485,3.755333888980799,4.884979759099355,70.40655024439614,0.45544191761549746
2017,Rice,5.713424556080632,8.083989697662991,3.460212664064683,5.154767260327778,69.91372629532295,0.45480974808544117
2017,Temple,7.411072713237191,7.826651171285675,4.369275105124132,3.822995511009438,69.21240030628394,0.4292068811838506
2017,Fordham,3.62380384474421,7.782747839376682,1.3446492231501113,6.172113119184275,58.55097835022695,0.4728926485405336
2017,North Texas,6.078609984426248,8.594468678495724,3.640746907103929,5.11587123683587,70.6429369220388,0.48715705413147353
2017,Navy,8.188186083340533,8.276137447344638,4.73825389610082,4.351261199563126,72.77469668137742,0.2848849672232285
2017,Boston College,6.557920050298258,7.207361106759505,4.174658716733131,3.7967481159355856,66.63444959632494,0.3642465434309557
2017,Michigan State,7.406302088053247,7.147352293171903,4.498424863259082,3.9956234022727806,70.1594296659494,0.43812123953066684
2017,Miami (OH),7.277149246644367,8.054860850396647,4.2821188200466835,4.229396782215872,71.21749362114414,0.416501426165976
2017,North Carolina,7.737262752926322,7.699333835988346,4.395425885201647,4.228530018115384,71.55230186552512,0.503631826977906
2017,Wake Forest,7.383519222615874,7.01846887619568,4.4605903751670635,4.109972130894261,70.7369039231317,0.39921995731467064
2017,Miami,8.300070729639636,7.2370682942202125,4.66970270282298,3.524629154243148,71.18370728910114,0.4647902069102782
2017,Stanford,7.979505220351814,6.483212526227339,4.8220747083410105,3.8820660447099518,68.665342809918,0.3896138729459303
2017,Indiana,7.667264213346995,7.41623915413762,4.296157961883715,3.7481811107136025,71.257143708464,0.4400730037061013
2017,Minnesota,7.155332184545441,7.135299472348828,4.359964654559255,3.710709884522436,67.81307045604807,0.3939741661993869
2017,Utah State,6.877218896715139,8.059402990022486,4.209629933382789,4.421380192386772,71.50184137448676,0.4630181841290378
2017,Wisconsin,8.061688142746572,6.682468147460627,4.804677863653886,3.3852980041914407,69.18375629858373,0.3646620850435667
2017,Illinois,6.84921226413683,7.84566727912971,4.20222232087907,4.587424683150807,68.89858369163532,0.4582707574653484
2017,Ball State,6.976747101561854,7.6574071761944005,4.053869676326327,4.729761385630306,73.60991809503803,0.4561977464720931
2017,Wyoming,7.208044491279032,8.219642573082922,4.087768889429896,4.811675838109051,73.46794186576781,0.40456286818564086
2017,Bowling Green,6.894269098818027,7.333505887438724,3.9452018930798296,4.303668243853966,71.66701546784122,0.4541246729751215
2017,Arkansas State,6.899146513756246,7.719980334245226,4.011902166324611,4.02876972752704,69.00701394019761,0.4240800734599541
2017,Nebraska,7.510154252559332,7.214283885378636,4.351241837637649,4.3127677132182,71.81747833353215,0.4580181663764079
2017,Nevada,6.573682279876257,8.478550998275637,3.7611834395281956,5.405159263379781,70.72632142612049,0.44605803122463433
2017,Northwestern,7.575730756808828,7.213006334817022,4.372231200451577,3.964535065240657,72.78375552216208,0.46802849717030826
2017,Penn State,9.149280537566028,6.981123273313898,5.109690016223039,3.548505610166391,73.13741985613626,0.42437449053545073
2017,Towson,5.300343765711696,7.697815503585713,3.0244033931796,4.432578116209242,69.90679130275024,0.48090280982688244
2017,Cincinnati,7.160559669645934,7.721005648128951,4.045459543579508,4.346071915605939,71.4973209326982,0.49094820183983684
2017,Western Michigan,7.446216435890444,8.000873631593485,4.24962403033516,4.507248818669238,71.45211144699067,0.42420707383782064
2017,Rutgers,6.5699835706713,7.406977101923415,4.089417685002964,4.865816105665191,69.33148083725206,0.4081797684197528
2017,North Dakota,5.7032214244829635,7.725044867110119,3.376503719350577,4.35074440621203,70.36254968395801,0.4547411424690881
2017,Utah,7.918035863898162,6.799467530130273,4.6366741796396065,4.035215319788097,72.01963009743311,0.4242343196684726
2017,Colorado,8.276039061670726,7.040115504374386,4.574198712709616,3.6549352702116056,73.20337562913372,0.43118423583364485
2017,Washington,8.941368992885407,6.928688550725557,4.9629094939029015,3.568607235963915,71.55053142543893,0.4387331704342063
2017,Northern Arizona,7.732334039641062,10.371996104404163,3.3855038148663557,5.52067542242618,69.8383039236948,0.48474355365797
2017,Arizona,7.830478943583401,7.206235837706963,4.840833188950428,4.406740055800729,72.73110371458948,0.39469813093282186
2017,Southern Utah,4.657319918610858,8.671025096858852,2.932711338903891,5.078547584244785,64.9036230819017,0.47714858278141725
2017,Oregon,8.382629912965255,7.27801214728728,4.718358637306388,4.903868477998231,74.8493438709268,0.46985365005354984
2017,Portland State,7.053923326818277,9.897457612592254,3.4191991603895913,5.40554635732698,67.11817221987114,0.36973432581365306
2017,Oregon State,7.292255276116272,7.005983589326587,4.663415592271048,3.348975309852512,62.33789546099665,0.414003720566383
2017,Montana State,6.203642130712648,8.866510355060527,3.1876624792878427,5.932912797606558,67.58408404177858,0.5006245788531648
2017,Washington State,8.115802985135321,7.761087849170891,4.213090151284836,4.233241162991905,76.10515934894573,0.5763049928848791
2017,San Diego State,7.231707153832352,6.822105607959197,4.684923679839636,3.970347769367128,68.97840225790739,0.34756956556164287
2017,Hawai'i,7.278145979536621,8.682643836967419,4.1221271704198035,4.9936108344282655,74.18219267925434,0.4601755299308416
2017,Texas State,6.014321994203806,8.35300612423307,3.4859959996446763,5.201252794176812,70.73968540284612,0.46888910985681986
2017,Montana,6.593783936011332,8.835647119783365,3.7673917181769876,4.609050142086519,70.30815657444293,0.45334734027636164
2017,Boise State,8.352426484159047,7.992016258867505,4.586678645848696,4.056340101564559,74.0442642046377,0.45571984099520707
2017,Weber State,6.664425397221293,9.590789211213185,3.1724707024713172,6.647729024313711,64.60785645530147,0.4436311540848596
2017,Memphis,8.33750709885074,7.662535418012741,4.438874187099506,4.3345147759446085,73.68822332833864,0.46759355381378004
2017,Northern Colorado,6.549695144992624,9.569747219630305,3.123388822532781,4.771899892925592,69.47784075127791,0.46582932960628776
2017,Virginia,7.0831560268245575,7.635384366159162,4.063264843054929,4.7299467043023435,73.9734239766247,0.5167376801604981
2017,Florida Atlantic,6.998141665887863,7.552354348787059,4.061104349851034,5.234681142328717,72.83242360420189,0.43153605580122417
2017,Air Force,7.80450897049028,7.444884676303799,4.583543054669716,3.8374470549286963,72.99514849665346,0.273081462648967
2017,Northern Illinois,6.907836604029731,7.547908961512812,4.174297230228285,4.5436381030775665,73.19190503068104,0.449436229613224
2017,Georgia State,6.743567511350449,8.880175836154173,3.7811483005945323,4.561236611314919,70.87599555400362,0.4910602353991931
2017,Morgan State,4.313444137160525,9.39372955837983,1.9114970882805444,6.634607661748515,60.12550735996314,0.4802367237825688
2017,UCF,7.222862960238406,7.24134495748237,4.218272645904198,3.956458691112806,71.05111644591702,0.43778789876795143
2017,UNLV,6.6056310257803466,7.731201177572652,4.354742872281676,4.939756067961325,71.86217620907613,0.39846538027441164
2017,Presbyterian,5.579758322860348,7.916257222889207,3.209825380365626,6.33833907153457,61.908976733826194,0.4349416053392233
2017,Kent State,6.544114970423483,7.690815276143474,4.301673811097642,4.211379732899627,67.75316346076805,0.37875077206219065
2017,North Carolina Central,4.7975075295621545,9.186132659565605,2.6926276247732703,5.727911496172085,63.554963492661194,0.47815288888408447
2017,Bethune-Cookman,5.2874058823954595,9.260236212797068,3.471792347391799,6.234005054128237,62.64442511404905,0.4344039024798513
2017,Youngstown State,6.238056048335501,8.531709839983902,3.5420261726387507,4.579694216217136,69.46007799283407,0.43131959690817356
2017,Central Connecticut,7.09462030984495,7.999678328604873,4.079311605650504,4.458373819534383,70.69844269600675,0.4481975466284297
2017,William & Mary,5.731494504302405,9.475021304653657,3.39372671720932,5.2443676641699355,65.4128614042618,0.41836883602642233
2017,Jacksonville State,7.711602853838467,9.087201954167375,4.330708907380513,4.323456448612699,74.11877077492036,0.4763812698283283
2017,Marshall,6.11382172168898,8.292552190092461,3.576748098821697,5.079126410206717,71.0305269610037,0.5024078878545797
2017,Delaware,4.641565122144407,9.067945082765004,3.054944694273372,6.086306206125496,61.93348748023509,0.47943045655647404
2017,Old Dominion,6.945874493277476,8.242098572835173,4.131548608058064,4.533132083837464,70.55935618614147,0.4341203219556329
2017,Furman,4.8555647478615445,8.661341031070588,2.9104043500821075,5.081356376045162,65.49261897664984,0.4778586833665791
2017,Toledo,8.28803981166584,8.111364750297243,4.393853471930426,4.53463058026761,73.97942621059842,0.4602861402386613
2017,Murray State,4.4956038486714,10.274191226567412,1.6515885316931156,6.562152902047769,60.92662885717409,0.550476154848012
2017,The Citadel,5.294192386020533,6.868054243518771,3.6549237900036893,5.352239438626447,64.23270888489498,0.26566337875348967
2017,Western Carolina,6.0714244864937825,9.19914579128109,3.29748367164882,6.190389420126474,63.44502699908412,0.40190400275789706
2017,Florida International,6.721156328479597,8.324060434117358,3.912634874798696,5.235958458678576,73.6870614817688,0.47376649550385014
2017,Northwestern State,4.220050419138442,8.65725109162246,2.602122368255263,6.238745996820174,60.32383174563132,0.4145218504231539
2017,Lamar,5.414432473738282,9.623378786435417,3.3218900807339247,6.144170838513848,61.88797503270411,0.394841224123829
2017,UAlbany,5.347648357259548,9.24032083128736,3.2251192857787077,5.466111707103603,65.02220741544971,0.4269528845494788
2017,Alcorn State,6.232804395676506,9.93765516718626,3.105985096143435,6.668847810053916,61.96716882777385,0.38835204705267196
2017,Southern,6.486844644246268,10.087765523044792,3.201701396030815,5.9187076528919675,67.50606947178575,0.4955528875168547
2017,North Carolina A&T,6.072146709030534,8.457592783690476,3.3948330711731316,3.954218954654504,72.76476022549126,0.4684901625519655
2017,Maine,5.108600972548588,9.28657780288647,2.8837248575158947,5.494356274623474,65.43857925738621,0.4896156999218125
2017,South Florida,8.318360840907776,7.34670091775496,4.936863327005509,4.620626796209081,75.15117985244952,0.4241202388473454
2017,Austin Peay,5.751437376801549,8.242411663165338,3.148978556576707,6.346745331946018,62.36619845462593,0.37727910112599156
2017,Holy Cross,6.5150246459969,9.122308867220319,3.625777571739038,4.681764968786117,70.49188039150391,0.4517264468133945
2017,James Madison,6.376861768903325,7.8052540006386,3.270777479438921,4.645539237801226,69.32040233081845,0.4167488497484837
2017,Stony Brook,6.0348845704752305,9.41595641397271,3.4738772274746745,5.292824006927137,67.1651449624758,0.42182632193391845
2017,Stephen F. Austin,5.739839137487859,8.777295697203183,2.4451665866666406,5.3751560069843904,69.14317674750203,0.5846288632893912
2017,Grambling,7.407271991098833,8.508584631889775,3.5452424726992424,3.9886581934841283,73.88153171400914,0.5124522659652343
2017,Villanova,5.832746171173534,8.262792379956304,3.704550295867346,3.9743060252578486,72.35362035702589,0.4922328884167916
2017,Southern Illinois,5.8367984931850465,7.974373537701796,2.9231980024056368,4.566881787919978,71.34924606323185,0.5439626232897328
2017,Tennessee State,8.200971241074498,10.986795232431959,4.114635465214039,5.797200122832075,70.29986713175786,0.5063093309317213
2017,Sacramento State,5.052140633969275,9.190308151300021,2.8443133566401766,6.073866368610726,63.408169437463954,0.46040090205873774
2017,SE Louisiana,6.08776407311038,9.128215142905107,3.6693236346774616,4.593264712803989,67.76756203967528,0.3392159499058707
2017,Houston Christian,4.875443124154092,8.669051736619263,2.576199982565738,6.351885880977523,62.399625041331646,0.4625999790284999
2017,Savannah State,3.653767274072896,9.289508601519554,1.9481516398686352,7.039759400311601,55.869211716954084,0.42209649698127805
2017,New Hampshire,4.1451719723747935,8.446495991252279,2.852451158009501,5.080020543172357,62.62433262679487,0.40947895873312845
2017,Alabama State,6.178918729011044,7.698703127925234,3.7744818934420556,5.203254721229905,65.5666590809303,0.40721070605397913
2017,Arkansas-Pine Bluff,7.09462030984495,7.999678328604873,4.079311605650504,4.458373819534383,70.69844269600675,0.4481975466284297
2017,Western Illinois,7.1948842289220165,9.808331508372664,3.429728821228292,5.368238186567678,70.3566162070977,0.486456556888101
2017,Elon,5.924928275236693,9.321337245748614,2.6083955586124556,5.8049976093612035,67.8558725848315,0.5505922947273197
2017,Rhode Island,4.830055187498152,6.953511392714921,3.1101907719130093,5.740040505278585,61.162611614062044,0.4058312063470244
2017,Hampton,6.195520628180721,7.489726802480792,3.1772937813064055,4.994029351766605,68.94806921913971,0.5109476945390107
2017,Eastern Illinois,5.374531071780269,8.514165970325736,3.1847924772904803,4.876414036755111,67.79521481461164,0.4828146792759592
2017,Howard,5.80585254218341,9.68653625790771,2.8350967040223427,6.132366718397943,64.74742778288804,0.4532866399880611
2017,South Dakota,5.901101795335771,8.524802608597362,3.345018026084933,5.866307337076319,64.29624899661438,0.3887839780132216
2017,Colgate,3.8912523781453023,9.002984154783054,2.259737025701737,5.593699860345035,61.70190230687966,0.4622597970608188
2017,Tennessee Tech,5.219889088590172,9.032031420339903,2.471879222172096,5.712613146656641,65.12246761358509,0.49599912945008
2017,Wagner,5.873435780947646,8.604994138981581,3.088720311355575,5.851719515785631,63.96313883322047,0.49943613723374475
2017,VMI,5.8286156141629055,9.30799746663037,2.4621442211995053,5.1645384600809985,67.5369143911782,0.4590176567933527
2017,Abilene Christian,6.1517855717127,8.098290371123891,3.1501245214764024,5.162025222275799,65.38832969065444,0.45884444929876544
2017,Incarnate Word,5.567508516675441,7.200268431893549,3.3568515045971066,4.930079690715919,65.91211965263395,0.4882361807081822
2017,UC Davis,5.434433807355067,9.082992780477166,2.6078994381645844,5.536189577308369,66.07959581145491,0.5353448905415806
2017,Cal Poly,5.231205785414783,7.299821790618053,3.331818153478207,5.3416825556084415,64.3236247376087,0.2999542033035283
2017,Idaho State,5.791983508702717,9.740045775889795,3.1393513751090043,5.248821173109051,69.28898417433055,0.6087891551873427
2017,Gardner-Webb,6.494957533397838,9.009660413571531,4.06886022447003,4.970006611495631,67.81438218058477,0.37132873905307473
2018,Louisville,8.129381503970881,6.915025116205372,4.963391128259076,3.3822331347790566,71.82296883471942,0.45249582319905746
2018,Alabama,9.057759694627933,4.9709497224144865,5.9514815646222985,2.5625316080350213,69.25169415939943,0.39950043640411886
2018,Eastern Illinois,5.222436758841534,9.172960821659288,3.0116420722730624,5.035458563462077,63.347291305790094,0.4240800571503281
2018,Arkansas,7.532049494408843,7.053737576877108,4.435680093550779,4.420661816164746,71.48756671577611,0.43201904124670953
2018,Auburn,8.912315875606328,5.7009507808607385,5.592800912116251,3.034284168384352,71.2081334539999,0.4000000438233977
2018,Washington,8.422791017717847,6.419406085787008,4.843145838603442,3.73430686986777,72.24065083293097,0.4460819289978114
2018,Charleston Southern,4.2243808839856545,7.873725331419668,3.365310495313937,6.156324053539486,61.65279023254006,0.3060286534925252
2018,Florida,8.078668682415735,6.19388370831013,4.510552177891971,4.0416532696809195,69.50160950231984,0.45302772264622315
2018,Austin Peay,6.6666677363539755,8.470697334855664,4.284821757912652,4.288737175705695,67.2449916686569,0.3113320998866447
2018,Georgia,9.679805754381352,5.790800944307321,5.967929474051744,2.715076617437274,71.11362380821252,0.3469095850009667
2018,Central Michigan,6.480959955840745,8.679782701408895,3.4322213095924767,4.742502123985488,70.10997172096134,0.4828045898848113
2018,Kentucky,7.161554377498197,7.374716447723259,4.539545879088203,4.142390355701357,68.6129284168506,0.408028049469273
2018,Ole Miss,7.891947207087163,7.210991689887724,4.4681222977309565,4.152587441634489,71.44360597330821,0.5022031939639298
2018,Texas Tech,7.162578255286491,7.923858185488567,3.744117358727312,4.515274174532717,72.90650642794034,0.5032117779356208
2018,Stephen F. Austin,5.61412684335033,8.72052234484704,2.207275595146079,5.9543008431374735,65.82568750207405,0.4872162654425014
2018,Mississippi State,8.064211729703416,5.9150738352842005,5.3621104775148245,3.1804967373024566,67.83326088003648,0.361036044504016
2018,UT Martin,6.130239276928103,8.499643800409428,3.7076398119249174,4.570649820431289,66.1399124684211,0.32328134201886416
2018,Missouri,8.293022702620341,7.234968386303736,4.783647927586141,3.7627846795617774,72.63136724539068,0.44494980846901455
2018,Coastal Carolina,6.404486949393588,8.371815336484598,3.65906855013948,4.731599465787736,67.09739214953449,0.4183410191619124
2018,South Carolina,8.125017472904943,6.890553996793467,4.378179271816273,3.8305932441282753,70.70087091786685,0.48714353614593664
2018,West Virginia,7.630922419077987,7.2433234064305365,4.311099284892374,4.362542396002305,71.79241307795401,0.4891028373653439
2018,Tennessee,7.220920543707733,6.7308317251212655,4.7893756451159515,4.120797752769836,68.36979379380247,0.4316904910758911
2018,Northwestern State,6.391265377169917,9.504534827562905,2.784952693731716,5.290473151113755,67.07214476262821,0.5034095395359786
2018,Texas A&M,7.966718920991799,6.746852761735497,4.914863034203904,3.48734842111418,70.79051517929007,0.4617966579073662
